Product2Id,Product2.ProductCode,Product2.Name,Product2.Family
01tWC00000DD1ggYAD,FIM-FIM-RNM-TATM,Tripwire App - TE Integration Framework - CA Service Desk - Utility-NewMaintenance,New Maintenance
01tWC00000DD09SYAT,DM-DML-RNM-NDIRCN,Native DataImport Report Converter-NewMaintenance,New Maintenance
01tWC00000DD1a5YAD,FIM-FIM-RNM-PMPSNM,Policy Manager for POS Servers-NewMaintenance,New Maintenance
01tWC00000DD23CYAT,SM-ROB-RRM-RBSANRM,"Robot Bundle - Schedule, Alert, Network-RenewalMaintenance",Renewal Maintenance
01tWC00000DD20XYAT,DP-DC-RNM-MCCDBSNM,Message Classification & Classification for Office & Classification for Desktop Bundle - Standard-NewMaintenance,New Maintenance
01tWC00000DD1qaYAD,CM-VCM-RRM-VCMLFR,Vityl Capacity Management License Fee-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1aEYAT,DM-EU-RNM-POP4NE,POP/400 Email Retrieval API-NewMaintenance,New Maintenance
01tWC00000DD0AbYAL,ES-SEG-RNM-OCRF,OCR Feature For Information Governance Server-NewMaintenance,New Maintenance
01tWC00000DD1tzYAD,CM-TQU-RNM-UTQCOO,Unisys - TeamQuest CULL OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DD1K0YAL,DP-DC-RNM-FCSPNM,Fortra Classifier Suite Plus-NewMaintenance,New Maintenance
01tWC00000DD215YAD,FIM-FIM-RRM-TIARM,Tripwire Industrial Appliance-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1sTYAT,SM-VMC-RRM-VUTM,VMC - Universal Transaction Agent - 5 Script Runners-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1ouYAD,FIM-FIM-RRM-VEMEER,VnE Manager Ev Express-RenewalMaintenance,Renewal Maintenance
01tWC00000DD146YAD,RPA-AUT-RRM-AEDTRM,Automate Enterprise Developer Tools-RenewalMaintenance,Renewal Maintenance
01tWC00000DD238YAD,SM-ROB-RRM-RBCANRM,"Robot Bundle - Console, Alert, Network-RenewalMaintenance",Renewal Maintenance
01tWC00000DD213YAD,FIM-FIM-RNM-FENM,FORTRAVM - EVAL-NewMaintenance,New Maintenance
01tWC00000DD1wKYAT,SM-VMC-RRM-VICONT,VISUAL Control/LPAR Tuner-RenewalMaintenance,Renewal Maintenance
01tWC00000DCxl7YAD,CM-TQO-RRM-TQAM,TeamQuest Analyzer & Predictor & CMIS for Systems-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1KJYA1,DP-DC-RRM-FDAPRM,Fortra DCS Advanced Package-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1avYAD,CS-PCS-RRM-PCSIIR,Powertech Command Security for IBM i-RenewalMaintenance,Renewal Maintenance
01tWC00000DD22cYAD,GS-GSE-RRM-EESMERM,EFT Express Security Module ESM-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1UKYA1,DM-IRC-RNM-PDFCNM,PDF Converter-NewMaintenance,New Maintenance
01tWC00000DD214YAD,FIM-FIM-RNM-TCLNM,Tripwire Connect Local-NewMaintenance,New Maintenance
01tWC00000DD18rYAD,OS-CI-RRM-COREI,Core Impact-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1lYYAT,SM-SFM-RRM-SFMDRM,Spooled File Mgr-DMS-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1uQYAT,CM-TQU-RNM-UNNM,Unisys - TeamQuest MSAR OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DCxlGYAT,CM-TQO-RRM-TEAMQU,TeamQuest Analyzer & Surveyor & CMIS for Systems-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1mBYAT,DM-SV4-RRM-S4SUPR,Surveyor/400 - Single User Price-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1t3YAD,SM-VMC-RRM-VMWE,VMC - WebSphere Application Server Operations Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DCyyBYAT,FIM-FIM-RNM-VEMENM,VnE Manager Ev-NewMaintenance,New Maintenance
01tWC00000DD1ARYA1,ES-SWG-RRM-DRSWGR,Data Redaction For SECURE Web Gateway-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1xYYAT,DM-DML-RNM-WSBRSN,WinSpool Batch Report Server-NewMaintenance,New Maintenance
01tWC00000DD1MFYA1,GOA-GAM-RNM-GAASRN,GoAnywhere AS2 Send/Receive-NewMaintenance,New Maintenance
01tWC00000DD225YAD,FIM-FIM-RNM-TEVEENM,Tripwire Enterprise for VMware ESX - EVAL-NewMaintenance,New Maintenance
01tWC00000DD1OUYA1,GOA-GAM-RNM-GASMNM,GoAnywhere Secure Mail-NewMaintenance,New Maintenance
01tWC00000DD13QYAT,IGA-AAS-RNM-ACISNE,Aspect Communications IVR Software-NewMaintenance,New Maintenance
01tWC00000DD1fRYAT,IGA-AAS-RNM-SECUNE,SecureReset-NewMaintenance,New Maintenance
01tWC00000DD18QYAT,IGA-VIS-RNM-CCNM,Core Certify-NewMaintenance,New Maintenance
01tWC00000DD238YAD,SM-ROB-RRM-RBCANRM,"Robot Bundle - Console, Alert, Network-RenewalMaintenance",Renewal Maintenance
01tWC00000DD1J8YAL,GOA-FIL-RRM-FCDRM,FileCatalyst Direct-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1m9YAD,DM-SV4-RNM-S4SUPN,Surveyor/400 - Single User Price-NewMaintenance,New Maintenance
01tWC00000DD1gCYAT,BI-SQ-RRM-SERE,Sequel-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1bYYAT,CS-PEI-RNM-PEIIAI,Powertech Encryption for IBM i (Auto IFS Encryption Module)-NewMaintenance,New Maintenance
01tWC00000DD18NYAT,IGA-CAI-RNM-CAINM,Core Access Insight-NewMaintenance,New Maintenance
01tWC00000DD1spYAD,SM-VMC-RNM-VVOM,VMC - VMware Operations Agent-NewMaintenance,New Maintenance
01tWC00000DD1rFYAT,SM-VMC-RRM-VMCISE,VMC - iSeries Performance Agent (Powered by VCW)-RenewalMaintenance,Renewal Maintenance
01tWC00000DCxm4YAD,DP-DC-RNM-TMCNM,Titus Message Classification-NewMaintenance,New Maintenance
01tWC00000DD1qpYAD,SM-VMC-RNM-VMCA,VMC - Additional ThinkServer-NewMaintenance,New Maintenance
01tWC00000DD1YRYA1,SM-RAT-RRM-RORM,Robot Autotune-RenewalMaintenance,Renewal Maintenance
01tWC00000DD236YAD,SM-PN-RRM-VCPPRM,VISUAL Control Performance Planner-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1m0YAD,ES-SIG-RNM-SSSICG,Structural Sanitization For SECURE ICAP Gateway Per Instance-NewMaintenance,New Maintenance
01tWC00000DD1JgYAL,DP-DCL-RNM-FIRENE,Fire and Forget-NewMaintenance,New Maintenance
01tWC00000DD1gkYAD,FIM-FIM-RNM-TRIAPP,Tripwire App - TE Integration Framework - ChangeGear - Utility-NewMaintenance,New Maintenance
01tWC00000DD1dnYAD,SM-SAP-RRM-SAPIRE,SAP Interface-RenewalMaintenance,Renewal Maintenance
01tWC00000DD16JYAT,FIM-FIM-RRM-CCMLSC,CCM Limited Scan Engine-RenewalMaintenance,Renewal Maintenance
01tWC00000DCyyVYAT,BI-WB-RRM-WAREBR,Warehouse Builder-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1wGYAT,SM-PN-RRM-VISCON,VISUAL Control Performance Planner - for iSeries-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1e5YAD,ES-SEG-RNM-SECURE,SECURE Email Gateway-NewMaintenance,New Maintenance
01tWC00000DD0AHYA1,SM-NSS-RNM-NSSLNM,NSS - Linux-NewMaintenance,New Maintenance
01tWC00000DD1qAYAT,SM-VMC-RNM-VMESSA,VISUAL Message Center Suite for Operations-NewMaintenance,New Maintenance
01tWC00000DD22cYAD,GS-GSE-RRM-EESMERM,EFT Express Security Module ESM-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1QPYA1,SM-LSO-RRM-LSOSRE,Lvl2: Systems Operations Suite-RenewalMaintenance,Renewal Maintenance
01tWC00000DD11RYAT,CM-TQO-RRM-AMEPER,ActiveMetrics Enterprise Plus Edition-RenewalMaintenance,Renewal Maintenance
01tWC00000DCyyZYAT,BI-WM-RRM-WAREMR,Warehouse Manager-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1p8YAD,FIM-FIM-RRM-TADMEERM,Tripwire Asset Discovery Manager Ev Express-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1uuYAD,CM-TQU-RRM-UTEQPO,Unisys - TeamQuest PM2200 OS2200-OTC-RenewalMaintenance,Renewal Maintenance
01tWC00000DD11jYAD,SM-ARS-RNM-ARSLNM,Advanced Reporting Suite License-NewMaintenance,New Maintenance
01tWC00000DD1kQYAT,BI-SWI-RRM-SEQUEW,SEQUEL Web Interface-RenewalMaintenance,Renewal Maintenance
01tWC00000DD20WYAT,DP-DC-RRM-MCCDBSRM,Message Classification & Classification for Office & Classification for Desktop Bundle - Standard-RenewalMaintenance,Renewal Maintenance
01tWC00000DD21yYAD,GOA-GAM-RNM-GPSBWGNM,GoAnywhere PeSIT Starter Bundle with Gateway-NewMaintenance,New Maintenance
01tWC00000DD1NlYAL,GOA-GAM-RNM-GAPSCN,GoAnywhere PeSIT Client-NewMaintenance,New Maintenance
01tWC00000DD1tlYAD,FIM-FML-RRM-TVSSRM,Tripwire VIA for Small Stores-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1mDYAT,DM-SV4-RNM-S4SUPU,Surveyor/400 - Single User Price - Unlimited Partitions-NewMaintenance,New Maintenance
01tWC00000DD1f9YAD,ES-SIG-RRM-SICGAP,SECURE ICAP Gateway Per Instance-RenewalMaintenance,Renewal Maintenance
01tWC00000DD09UYAT,DM-DML-RRM-NDIRCR,Native DataImport Report Converter-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1gGYAT,BI-SQ-RRM-SUBRM,Sequel - User Based-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1wgYAD,DM-DML-RRM-WDBIRM,WebDocs Batch Import-RenewalMaintenance,Renewal Maintenance
01tWC00000DCyxlYAD,SM-VMC-RNM-VWPM,VMC - Windows Performance Agent-NewMaintenance,New Maintenance
01tWC00000DD1R8YAL,SM-MES-RNM-MESSNE,MessengerConsole-NewMaintenance,New Maintenance
01tWC00000DD1DEYA1,ES-SXG-RRM-DOSA,Document Sanitization For SECURE Exchange Gateway-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1fXYAT,SM-SYM-RRM-SRM,Security-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1JaYAL,GOA-FIL-RRM-FCWARM,FileCatalyst Workflow Acceleration-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1dZYAT,DP-DCL-RRM-SAFERE,SAFEmail Suite-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1GPYA1,DM-DML-RRM-ELECDR,Electronic Forms Designer-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1TRYA1,ES-SIG-RNM-OCRFE,OCR Feature For SECURE ICAP Gateway-NewMaintenance,New Maintenance
01tWC00000DD22UYAT,GS-GSE-RNM-DGE3MSNM,DMZ Gateway Enterprise 3 - Multi-Site-NewMaintenance,New Maintenance
01tWC00000DD1AFYA1,ES-SXG-RRM-DARE,Data Redaction For SECURE Exchange Gateway-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1HPYA1,SM-EC-RNM-ECNM,Enterprise Console-NewMaintenance,New Maintenance
01tWC00000DD1xuYAD,DM-DML-RNM-WSPNM,WinSpool Postscript-NewMaintenance,New Maintenance
01tWC00000DD1ndYAD,FIM-FIM-RNM-TRIPED,Tripwire Enterprise/DB-NewMaintenance,New Maintenance
01tWC00000DD1XVYA1,BI-SDW-RRM-RDPRM,Remote Data Push-RenewalMaintenance,Renewal Maintenance
01tWC00000DD13SYAT,IGA-AAS-RRM-ACISRE,Aspect Communications IVR Software-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1GSYA1,DM-DML-RRM-ELECLR,Electronic Forms License-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1y2YAD,DM-DML-RRM-WSWRSR,WinSpool Web Report Server-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1qzYAD,SM-VMC-RRM-VDAM,VMC - Debugging Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1V0YAL,CM-TQO-RNM-PO1YNE,PMPlus OS2200-1-Year-Tier10-Mainframe-NewMaintenance,New Maintenance
01tWC00000DD0AfYAL,ES-SEG-RNM-OFSM,OCR Feature For SECURE Email Gateway-NewMaintenance,New Maintenance
01tWC00000DD20QYAT,DP-DC-RRM-FDAUPGRM,"Fortra DCS ""Advance"" ULTRA Package - Government-RenewalMaintenance",Renewal Maintenance
01tWC00000DD1weYAD,DM-DML-RNM-WDBINM,WebDocs Batch Import-NewMaintenance,New Maintenance
01tWC00000DD1OHYA1,GOA-GAM-RRM-GAPBRM,GoAnywhere Premium Bundle-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1NsYAL,GOA-GAM-RRM-GAPM,GoAnywhere PeSIT Express Bundle-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1OgYAL,GOA-GAM-RNM-GASSNM,GoAnywhere SFTP Server-NewMaintenance,New Maintenance
01tWC00000DD1kzYAD,DM-SH-RRM-SIGNRE,SignHere-RenewalMaintenance,Renewal Maintenance
01tWC00000DD10mYAD,OS-COS-RNM-CSNM,Cobalt Strike-NewMaintenance,New Maintenance
01tWC00000DD1TwYAL,DP-DC-RNM-OWACNE,OWA Classifier-NewMaintenance,New Maintenance
01tWC00000DD1WvYAL,SM-QSM-RNM-QSYSNE,QSystem Monitor-NewMaintenance,New Maintenance
01tWC00000DD1fqYAD,SM-VMC-RNM-SKENM,Security KM Events-NewMaintenance,New Maintenance
01tWC00000DD1rZYAT,SM-VMC-RRM-VISSAG,VMC - iSeries Support Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1APYA1,ES-SWG-RNM-DRSWGN,Data Redaction For SECURE Web Gateway-NewMaintenance,New Maintenance
01tWC00000DD1UOYA1,DM-PCR-RNM-PDFSNM,PDF Splitter-NewMaintenance,New Maintenance
01tWC00000DD1y5YAD,DM-DML-RRM-WINVRE,WinView-RenewalMaintenance,Renewal Maintenance
01tWC00000DD20mYAD,FIM-FIM-RRM-TENDERM,Tripwire Enterprise for Network Devices - EVAL-RenewalMaintenance,Renewal Maintenance
01tWC00000DD16eYAD,SM-HCS-RNM-CGISNE,CGI Suite-NewMaintenance,New Maintenance
01tWC00000DCwWkYAL,DM-DML-RRM-ISDARM,iSeries Data Access-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1P5YAL,GOA-GAM-RRM-GAWBRM,GoAnywhere Workflows Basic-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1OiYAL,GOA-GAM-RRM-GASSRM,GoAnywhere SFTP Server-RenewalMaintenance,Renewal Maintenance
01tWC00000DCyyVYAT,BI-WB-RRM-WAREBR,Warehouse Builder-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1LtYAL,GOA-GAM-RRM-GAAM,GoAnywhere Accelerated File Transfer Per Gbps-RenewalMaintenance,Renewal Maintenance
01tWC00000DD15MYAT,SM-SMB-RNM-BUNDLE,"BUNDLE - Message, Monitor, Remote Control-NewMaintenance",New Maintenance
01tWC00000DD1B3YAL,DM-DLN-RNM-DELILN,DeliverNow - Legacy-NewMaintenance,New Maintenance
01tWC00000DD1AJYA1,ES-SIG-RRM-DRSIGR,Data Redaction For SECURE ICAP Gateway-RenewalMaintenance,Renewal Maintenance
01tWC00000DD19GYAT,DM-IRC-RRM-CSVCRE,CSV Converter-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1BhYAL,DP-DLP-RNM-DGDMCN,DG Management Console-NewMaintenance,New Maintenance
01tWC00000DD1wuYAD,DM-WEB-RNM-WDIMNM,WebDocs Invoice Manager-NewMaintenance,New Maintenance
01tWC00000DD1rtYAD,SM-VMC-RRM-VNOM,VMC - Network Operations Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1neYAD,FIM-FIM-RNM-TRIEND,Tripwire Enterprise/DS-NewMaintenance,New Maintenance
01tWC00000DD23AYAT,SM-ROB-RRM-RBSARM,Robot Bundle - Schedule & Alert-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1AxYAL,DM-DML-RNM-DTBLNM,DealerTrack Bundle - Legacy-NewMaintenance,New Maintenance
01tWC00000DD1uQYAT,CM-TQU-RNM-UNNM,Unisys - TeamQuest MSAR OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DD1alYAD,CS-PAB-RNM-PABIIN,Powertech Authority Broker for IBM i-NewMaintenance,New Maintenance
01tWC00000DD1lSYAT,SM-SFM-RNM-SFMNM,Spooled File Manager-NewMaintenance,New Maintenance
01tWC00000DCxlXYAT,DM-IRC-RRM-TRCARE,Text Report Converter (ASCII/ANSI/TXT/PRN)-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1K4YAL,DP-DC-RNM-FDUPN,"Fortra DCS ""Advance"" ULTRA Package-NewMaintenance",New Maintenance
01tWC00000DD1N6YAL,GOA-GAM-RNM-GAEBNM,GoAnywhere Enterprise Bundle-NewMaintenance,New Maintenance
01tWC00000DCzhhYAD,BI-SDW-RNM-SDWSBENM,Sequel Data Warehouse (RODIN) Select License - Bronze Edition-NewMaintenance,New Maintenance
01tWC00000DD0A4YAL,IGA-AAS-RRM-NSCCRE,Non-Standard Core Connectors-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1CzYAL,DM-WCU-RNM-DAANM,docAlpha(Artsyl)-NewMaintenance,New Maintenance
01tWC00000DD1HDYA1,BI-SDW-RNM-ENET,Enhanced ETL-NewMaintenance,New Maintenance
01tWC00000DD1v0YAD,CM-TQU-RNM-UNTQPM,Unisys - TeamQuest PMPlus MCP-OTC-NewMaintenance,New Maintenance
01tWC00000DD20qYAD,SM-VMC-RRM-VSARM,VMC - Security Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1l1YAD,DM-SH-RNM-SIGNLN,SignHere Legacy-NewMaintenance,New Maintenance
01tWC00000DD20eYAD,FIM-FIM-RNM-TECMBENM,Tripwire Enterprise Console - MySQL Backend - EVAL-NewMaintenance,New Maintenance
01tWC00000DCwVXYA1,DM-IBM-RRM-IFSTRE,IFS Tools-RenewalMaintenance,Renewal Maintenance
01tWC00000DD17pYAD,DM-DML-RNM-CBNM,Comprehensive Bundle-NewMaintenance,New Maintenance
01tWC00000DD1ZvYAL,FIM-FIM-RNM-PMNDNM,Policy Manager for Network Devices-NewMaintenance,New Maintenance
01tWC00000DD1tzYAD,CM-TQU-RNM-UTQCOO,Unisys - TeamQuest CULL OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DD1xSYAT,DM-WCU-RRM-WAIREN,Windows Application Integrator-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1LvYAL,GOA-GAM-RNM-GAAANM,GoAnywhere Advanced Agent-NewMaintenance,New Maintenance
01tWC00000DD21BYAT,FIM-FML-RRM-TSAURM,Tripwire State Analyzer Upgrade-RenewalMaintenance,Renewal Maintenance
01tWC00000DD20XYAT,DP-DC-RNM-MCCDBSNM,Message Classification & Classification for Office & Classification for Desktop Bundle - Standard-NewMaintenance,New Maintenance
01tWC00000DD1kAYAT,BI-SQ-RNM-SEQUSM,SEQUEL SMB Bundle Additional User-NewMaintenance,New Maintenance
01tWC00000DD1gEYAT,BI-SQ-RNM-SUBNM,Sequel - User Based-NewMaintenance,New Maintenance
01tWC00000DD21ZYAT,GS-GSE-RRM-EBAMRM,EFT Business Activity Monitor (BAM)-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1KVYA1,DP-DC-RRM-FDDM,Fortra DCS for DaR (Data at rest) with DCS INTELLIGENT PROTECTION-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1TbYAL,ES-SIG-RRM-OSIM,OCR For SECURE ICAP Gateway Per Instance-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1eXYAT,ES-SXG-RNM-SEEGAE,SECURE Exchange Gateway Essential Security Package-NewMaintenance,New Maintenance
01tWC00000DD1sVYAT,SM-VMC-RNM-VMUN,VMC - Universal Transaction Agent - Additional Script Runners-NewMaintenance,New Maintenance
01tWC00000DD1qWYAT,CM-VCM-RRM-VCMERM,Vityl Capacity Management Enterprise-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1IlYAL,GOA-FIL-RRM-FCCRM,FileCatalyst Central-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1xoYAD,DM-DML-RNM-WSPTPC,WinSpool PCL to PDF Converter-NewMaintenance,New Maintenance
01tWC00000DD1GfYAL,DM-DML-RNM-ERDBPN,Email Report Distribution Bundle PC-NewMaintenance,New Maintenance
01tWC00000DD1vGYAT,CM-TQU-RNM-UTQRDF,Unisys - TeamQuest RemD-Fragger OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DD22AYAT,FIM-FIM-RRM-TIVSSRM,Tripwire Industrial Visibility Small Sensor-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1qvYAD,SM-VMC-RRM-VMCCI,VMC - Cisco PIX/ASA Security Agent-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1kKYAT,BI-SQ-RRM-SEQSOL,SEQUEL Solution Bundle-RenewalMaintenance,Renewal Maintenance
01tWC00000DD22BYAT,FIM-FIM-RNM-TIVTDCNM,Tripwire Industrial Visibility Threat Detection Console-NewMaintenance,New Maintenance
01tWC00000DD1vEYAT,CM-TQU-RRM-UTQRRM,Unisys - TeamQuest Probes OS2200-OTC-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1J6YAL,GOA-FIL-RNM-FCDNM,FileCatalyst Direct-NewMaintenance,New Maintenance
01tWC00000DD1ChYAL,DM-WCU-RNM-DAACHF,DocAlpha Advanced Capture - Header Footer-NewMaintenance,New Maintenance
01tWC00000DD22LYAT,FIM-TLC-RNM-TLCSDENM,Tripwire Log Center for Security Devices - EVAL-NewMaintenance,New Maintenance
01tWC00000DD1eVYAT,ES-SXG-RRM-SEEXGA,SECURE Exchange Gateway Elite Security Package-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1HHYA1,BI-SDW-RNM-EMMNM,Enhanced Metadata Management-NewMaintenance,New Maintenance
01tWC00000DD1AxYAL,DM-DML-RNM-DTBLNM,DealerTrack Bundle - Legacy-NewMaintenance,New Maintenance
01tWC00000DD1kIYAT,BI-SQ-RNM-SESO,SEQUEL Solution Bundle-NewMaintenance,New Maintenance
01tWC00000DD1ATYA1,BI-SDW-RNM-DSVBNM,Data Set View Builder-NewMaintenance,New Maintenance
01tWC00000DD18XYAT,IGA-AAS-RNM-CCFRNM,Core Connector Framework (RDK)-NewMaintenance,New Maintenance
01tWC00000DD1xDYAT,DM-WFM-RRM-WEBFHR,WebForms Hosting-RenewalMaintenance,Renewal Maintenance
01tWC00000DCxl5YAD,CM-TQO-RNM-TQAPCS,TeamQuest Analyzer & Predictor & CMIS for Systems-NewMaintenance,New Maintenance
01tWC00000DD21sYAD,GOA-GAM-RNM-GCSBWGNM,GoAnywhere Core Server Bundle with Gateway-NewMaintenance,New Maintenance
01tWC00000DD1MjYAL,GOA-GAM-RRM-GOAC,GoAnywhere Cloud Connector Standard Pack-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1qbYAD,SM-VIT-RNM-VIBMNM,Vityl IT & Business Monitoring-NewMaintenance,New Maintenance
01tWC00000DD1B2YAL,DM-DOE-RRM-DTBREN,DealerTrack Bundle-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1XnYAL,NW-INT-RRM-RAPRM,RemoteAccess - Pooled-RenewalMaintenance,Renewal Maintenance
01tWC00000DD11hYAD,SM-ARS-RRM-ARSRM,Advanced Reporting Suite-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1MBYA1,GOA-GAM-RNM-GAANM,GoAnywhere Agent-NewMaintenance,New Maintenance
01tWC00000DD1ArYAL,DP-DC-RNM-DCSPNM,DCS Plus-NewMaintenance,New Maintenance
01tWC00000DD1LVYA1,DM-DML-RNM-FTP4,FTP/400-NewMaintenance,New Maintenance
01tWC00000DD1M1YAL,GOA-GAM-RRM-GAARRM,GoAnywhere Advanced Reporting-RenewalMaintenance,Renewal Maintenance
01tWC00000DD14kYAD,RPA-AUD-RRM-AUTOMP,Automate Professional-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1lPYAT,DM-DML-RNM-SOFTNE,Software - Misc-NewMaintenance,New Maintenance
01tWC00000DD1bQYAT,CS-PDM-RRM-POWERD,Powertech Database Monitor for IBM i - Read-RenewalMaintenance,Renewal Maintenance
01tWC00000DD22UYAT,GS-GSE-RNM-DGE3MSNM,DMZ Gateway Enterprise 3 - Multi-Site-NewMaintenance,New Maintenance
01tWC00000DD22YYAT,GS-GSE-RNM-EFTACNM,EFT Accelerate-NewMaintenance,New Maintenance
01tWC00000DD1kIYAT,BI-SQ-RNM-SESO,SEQUEL Solution Bundle-NewMaintenance,New Maintenance
01tWC00000DD1XdYAL,NW-IRA-RRM-RAIRM,RemoteAccess - Individual-RenewalMaintenance,Renewal Maintenance
01tWC00000DD17kYAD,CS-DFT-RNM-CCINM,Compliance Center for i-NewMaintenance,New Maintenance
01tWC00000DD1kgYAD,DP-DC-RRM-SHARCR,SharePoint Classifier-RenewalMaintenance,Renewal Maintenance
01tWC00000DCzhLYAT,GOA-GAM-RNM-GCBGNM,GoAnywhere Collaboration Bundle with Gateway-NewMaintenance,New Maintenance
01tWC00000DD1jqYAD,BI-SDW-RRM-SEQUDA,SEQUEL Data Warehouse Bundle-RenewalMaintenance,Renewal Maintenance
01tWC00000DD20cYAD,FIM-FIM-RNM-IENM,IP360 - EVAL-NewMaintenance,New Maintenance
01tWC00000DD1wrYAD,DM-WEB-RNM-WDHNM,WebDocs Hosting-NewMaintenance,New Maintenance
01tWC00000DCxkqYAD,FIM-FIM-RNM-TACADE,TE Academic Institution Site License - File Systems-NewMaintenance,New Maintenance
01tWC00000DD1IBYA1,FIM-FIM-RNM-FIMLSW,"File Integrity Manager for Large Stores w/ND & DB (up to 75 FS, 75 ND & 1 DB)-NewMaintenance",New Maintenance
01tWC00000DD1sFYAT,SM-VMC-RNM-VSAM,VMC - SLA Analytics-NewMaintenance,New Maintenance
01tWC00000DD1usYAD,CM-TQU-RNM-UTEQPM,Unisys - TeamQuest PM2200 OS2200-OTC-NewMaintenance,New Maintenance
01tWC00000DD1PBYA1,GOA-GAM-RNM-GAWRNM,GoAnywhere Workflows Restricted-NewMaintenance,New Maintenance
01tWC00000DD1fyYAD,SM-VMC-RNM-SKMNM,Security Knowledge Module-NewMaintenance,New Maintenance
01tWC00000DD1cbYAD,SM-PN-RRM-POWERM,PowerVM-RenewalMaintenance,Renewal Maintenance
01tWC00000DD21xYAD,GOA-GAM-RRM-GPEBWGRM,GoAnywhere PeSIT Express Bundle with Gateway-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1XyYAL,DM-DOE-RRM-REPOFA,Report Archive Bundle iSeries - Legacy-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1ejYAD,ES-SIG-RNM-SECURI,SECURE ICAP Gateway Advanced Security Package Per Instance-NewMaintenance,New Maintenance
01tWC00000DD1Q7YAL,DM-IBM-RRM-IENCRE,iEncrypt-RenewalMaintenance,Renewal Maintenance
01tWC00000DD14vYAD,RPA-AUD-RRM-ARRM,Automate Runtime-RenewalMaintenance,Renewal Maintenance
01tWC00000DD1gxYAD,FIM-FIM-RNM-TRAPTE,Tripwire App - TE Integration Framework - Jira - Utility-NewMaintenance,New Maintenance
01tWC00000DD1DAYA1,ES-SEG-RRM-DSSEGR,Document Sanitization For SECURE Email Gateway-RenewalMaintenance,Renewal Maintenance
