Id,AttributeName,AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Product2.Name,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.Name
0zuWC000005C1PrYAK,Maintenance Type Defn,Premier,0QLWC000003DKv74AG,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,449.68,,Approved,None Provided
0zuWC000005C1PsYAK,Maintenance Type Defn,Premier,0QLWC000003DKv84AG,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,366.45,,Approved,None Provided
0zuWC000005C1PtYAK,Maintenance Type Defn,Premier,0QLWC000003DKv94AG,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,1575.11,,Approved,None Provided
0zuWC000005C1PuYAK,Maintenance Type Defn,Premier,0QLWC000003DKVa4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,847.66,,Approved,None Provided
0zuWC000005C1PvYAK,Maintenance Type Defn,Premier,0QLWC000003DKvA4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,366.45,,Approved,None Provided
0zuWC000005C1PwYAK,Maintenance Type Defn,Premier,0QLWC000003DKVb4AO,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,847.66,,Approved,None Provided
0zuWC000005C1PxYAK,Maintenance Type Defn,Premier,0QLWC000003DKvB4AW,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,449.68,,Approved,None Provided
0zuWC000005C1PyYAK,Maintenance Type Defn,Premier,0QLWC000003DKVc4AO,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,2970.32,,Approved,None Provided
0zuWC000005C1PzYAK,Maintenance Type Defn,Premier,0QLWC000003DKvC4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,366.45,,Approved,None Provided
0zuWC000005C1Q0YAK,Maintenance Type Defn,Premier,0QLWC000003DKVd4AO,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,2702.21,,Approved,None Provided
0zuWC000005C1Q1YAK,Maintenance Type Defn,Premier,0QLWC000003DKvD4AW,GS-GSE-RRM-EFSERV,EFT Server Migration Tools Custom Solution-RenewalMaintenance,Renewal Maintenance,,1227.29,,Approved,None Provided
0zuWC000005C1Q2YAK,Maintenance Type Defn,Premier,0QLWC000003DKVe4AO,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,721.54,,Approved,None Provided
0zuWC000005C1Q3YAK,Maintenance Type Defn,Premier,0QLWC000003DKvE4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,366.45,,Approved,None Provided
0zuWC000005C1Q4YAK,Maintenance Type Defn,Premier,0QLWC000003DKVf4AO,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,4713.64,,Approved,None Provided
0zuWC000005C1Q5YAK,Maintenance Type Defn,Premier,0QLWC000003DKvF4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,366.45,,Approved,None Provided
0zuWC000005C1Q6YAK,Maintenance Type Defn,Professional,0QLWC000003DKVg4AO,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,2935.2,,Approved,None Provided
0zuWC000005C1Q7YAK,Maintenance Type Defn,Professional,0QLWC000003DKvG4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,243.47,,Approved,None Provided
0zuWC000005C1Q8YAK,Maintenance Type Defn,Professional,0QLWC000003DKVh4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,282.16,,Approved,None Provided
0zuWC000005C1Q9YAK,Maintenance Type Defn,Professional,0QLWC000003DKvH4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,243.47,,Approved,None Provided
0zuWC000005C1QAYA0,Maintenance Type Defn,Professional,0QLWC000003DKVi4AO,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,282.16,,Approved,None Provided
0zuWC000005C1QBYA0,Maintenance Type Defn,Professional,0QLWC000003DkvI4AS,GS-GSE-RNM-ASMANM,Advanced Security Module ASM-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QCYA0,Maintenance Type Defn,Professional,0QLWC000003DKvI4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,243.47,,Approved,None Provided
0zuWC000005C1QDYA0,Maintenance Type Defn,Professional,0QLWC000003DKVj4AO,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,989.33,,Approved,None Provided
0zuWC000005C1QEYA0,Maintenance Type Defn,Professional,0QLWC000003DkvJ4AS,GS-GSE-RNM-E8EM,EFT 8 Enterprise-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QFYA0,Maintenance Type Defn,Professional,0QLWC000003DKVk4AO,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,901.52,,Approved,None Provided
0zuWC000005C1QGYA0,Maintenance Type Defn,Professional,0QLWC000003DkvK4AS,GS-GSE-RNM-DMNM,DMZ Gateway Enterprise 3-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QHYA0,Maintenance Type Defn,Professional,0QLWC000003DKVl4AO,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,240.52,,Approved,None Provided
0zuWC000005C1QIYA0,Maintenance Type Defn,Professional,0QLWC000003DkvL4AS,GS-GSE-RNM-E8EM,EFT 8 Enterprise-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QJYA0,Maintenance Type Defn,Professional,0QLWC000003DKVm4AO,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,1571.21,,Approved,None Provided
0zuWC000005C1QKYA0,Maintenance Type Defn,Professional,0QLWC000003DkvM4AS,GS-GSE-RNM-EFTAU,EFT Auditing & Reporting Module ARM-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QLYA0,Maintenance Type Defn,Professional,0QLWC000003DKVn4AO,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,1936.5,,Approved,None Provided
0zuWC000005C1QMYA0,Maintenance Type Defn,Professional,0QLWC000003DKVo4AO,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,1936.5,,Approved,None Provided
0zuWC000005C1QNYA0,Maintenance Type Defn,Professional,0QLWC000003DkvO4AS,GS-GSE-RNM-EFTO,EFT OpenPGP Module-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QOYA0,Maintenance Type Defn,Professional,0QLWC000003DKVp4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,186.16,,Approved,None Provided
0zuWC000005C1QPYA0,Maintenance Type Defn,Professional,0QLWC000003DkvP4AS,GS-GSE-RNM-EFAD,EFT Advanced Workflow Engine AWE Module-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QQYA0,Maintenance Type Defn,Professional,0QLWC000003DKVq4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,186.16,,Approved,None Provided
0zuWC000005C1QRYA0,Maintenance Type Defn,Professional,0QLWC000003DkvQ4AS,GS-GSE-RNM-ASMANM,Advanced Security Module ASM-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C1QSYA0,Maintenance Type Defn,Professional,0QLWC000003DKVR4A4,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,653.31,,Approved,None Provided
0zuWC000005C1QTYA0,Maintenance Type Defn,Premier,0QLWC000003DuTm4AK,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,2767.93,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QUYA0,Maintenance Type Defn,Professional,0QLWC000003Dutn4AC,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,293.39,,Approved,1 year renewal
0zuWC000005C1QVYA0,Maintenance Type Defn,Premier,0QLWC000003DUtn4AG,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,892.28,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QWYA0,Maintenance Type Defn,Premier,0QLWC000003DuTn4AK,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,1480.99,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QXYA0,Maintenance Type Defn,Professional,0QLWC000003Duto4AC,GS-GSE-RRM-EBMM,EFT BAM Module-RenewalMaintenance,Renewal Maintenance,,419.3,,Approved,1 year renewal
0zuWC000005C1QYYA0,Maintenance Type Defn,Professional,0QLWC000003DUto4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,859.01,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QZYA0,Maintenance Type Defn,Premier,0QLWC000003DuTo4AK,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,849.78,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QaYAK,Maintenance Type Defn,Professional,0QLWC000003Dutp4AC,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,322.27,,Approved,1 year renewal
0zuWC000005C1QbYAK,Maintenance Type Defn,Professional,0QLWC000003DUtp4AG,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QcYAK,Maintenance Type Defn,Premier,0QLWC000003DuTp4AK,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,266.53,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QdYAK,Maintenance Type Defn,Professional,0QLWC000003Dutq4AC,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,91.83,,Approved,1 year renewal
0zuWC000005C1QeYAK,Maintenance Type Defn,Premier,0QLWC000003DuTq4AK,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,933.42,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QfYAK,Maintenance Type Defn,Premier,0QLWC000003Dutr4AC,GS-GSE-RRM-ESAM,EFT Server Admin Web Service Custom Solution-RenewalMaintenance,Renewal Maintenance,,2093.28,,Approved,1 year renewal
0zuWC000005C1QgYAK,Maintenance Type Defn,Premier,0QLWC000003DuTr4AK,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,266.53,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QhYAK,Maintenance Type Defn,Premier,0QLWC000003Duts4AC,GS-GSE-RRM-EFSERV,EFT Server Migration Tools Custom Solution-RenewalMaintenance,Renewal Maintenance,,570.61,,Approved,1 year renewal
0zuWC000005C1QiYAK,Maintenance Type Defn,Premier,0QLWC000003DuTs4AK,GS-GSE-RRM-EFSERV,EFT Server Migration Tools Custom Solution-RenewalMaintenance,Renewal Maintenance,,1101.82,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QjYAK,Maintenance Type Defn,Professional,0QLWC000003DUtS4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QkYAK,Maintenance Type Defn,Professional,0QLWC000003Dutt4AC,GS-GSE-RRM-ESAM,EFT Server Admin Web Service Custom Solution-RenewalMaintenance,Renewal Maintenance,,1674.63,,Approved,1 year renewal
0zuWC000005C1QlYAK,Maintenance Type Defn,Premier,0QLWC000003DuTt4AK,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,666.89,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QmYAK,Maintenance Type Defn,Professional,0QLWC000003DUtT4AW,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QnYAK,Maintenance Type Defn,Premier,0QLWC000003DuTU4A0,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,4489.8,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QoYAK,Maintenance Type Defn,Professional,0QLWC000003Dutu4AC,GS-GSE-RRM-EFSERV,EFT Server Migration Tools Custom Solution-RenewalMaintenance,Renewal Maintenance,,380.02,,Approved,1 year renewal
0zuWC000005C1QpYAK,Maintenance Type Defn,Premier,0QLWC000003DuTu4AK,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,2021.86,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QqYAK,Maintenance Type Defn,Professional,0QLWC000003DUtU4AW,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,662.4,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QrYAK,Maintenance Type Defn,Premier,0QLWC000003DuTV4A0,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,2244.9,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QsYAK,Maintenance Type Defn,Professional,0QLWC000003Dutv4AC,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,887.19,,Approved,1 year renewal
0zuWC000005C1QtYAK,Maintenance Type Defn,Premier,0QLWC000003DuTv4AK,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1010.37,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QuYAK,Maintenance Type Defn,Professional,0QLWC000003DUtV4AW,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,859.01,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1QvYAK,Maintenance Type Defn,Premier,0QLWC000003DuTW4A0,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,807.4,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1QwYAK,Maintenance Type Defn,Premier,0QLWC000003Dutw4AC,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,5660.44,,Approved,1 year renewal
0zuWC000005C1QxYAK,Maintenance Type Defn,Premier,0QLWC000003DuTw4AK,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1874.64,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1QyYAK,Maintenance Type Defn,Premier,0QLWC000003DutW4AS,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,2325.17,,Approved,1 year renewal
0zuWC000005C1QzYAK,Maintenance Type Defn,Professional,0QLWC000003DUtW4AW,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1R0YAK,Maintenance Type Defn,Premier,0QLWC000003DuTX4A0,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,403.7,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1R1YAK,Maintenance Type Defn,Professional,0QLWC000003Dutx4AC,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,697.67,,Approved,1 year renewal
0zuWC000005C1R2YAK,Maintenance Type Defn,Premier,0QLWC000003DuTx4AK,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,936.8,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1R3YAK,Maintenance Type Defn,Premier,0QLWC000003DutX4AS,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,2325.17,,Approved,1 year renewal
0zuWC000005C1R4YAK,Maintenance Type Defn,Professional,0QLWC000003DUtX4AW,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1R5YAK,Maintenance Type Defn,Premier,0QLWC000003DuTY4A0,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,2829.26,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1R6YAK,Maintenance Type Defn,Premier,0QLWC000003Duty4AC,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,2356.64,,Approved,1308654
0zuWC000005C1R7YAK,Maintenance Type Defn,Premier,0QLWC000003DuTy4AK,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,4162.88,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1R8YAK,Maintenance Type Defn,Professional,0QLWC000003DutY4AS,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,511.7,,Approved,1 year renewal
0zuWC000005C1R9YAK,Maintenance Type Defn,Professional,0QLWC000003DUtY4AW,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,592.84,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1RAYA0,Maintenance Type Defn,Premier,0QLWC000003DuTZ4A0,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,1414.07,,Approved,Budgetary-SHI/Climb Quote - 11.25%(7.85)^- 1 year
0zuWC000005C1RBYA0,Maintenance Type Defn,Premier,0QLWC000003Dutz4AC,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,1485.05,,Approved,1308654
0zuWC000005C1RCYA0,Maintenance Type Defn,Premier,0QLWC000003DuTz4AK,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,2081.44,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RDYA0,Maintenance Type Defn,Premier,0QLWC000003DutZ4AS,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,418.14,,Approved,1 year renewal
0zuWC000005C1REYA0,Maintenance Type Defn,Professional,0QLWC000003DUtZ4AW,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,859.01,,Approved,ARR Project-Expired Renewal-15%^-ExtendedTo12/2025
0zuWC000005C1RFYA0,Maintenance Type Defn,Premier,0QLWC000003Duu04AC,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,1014.13,,Approved,1308654
0zuWC000005C1RGYA0,Maintenance Type Defn,Premier,0QLWC000003DuU04AK,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,748.62,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RHYA0,Maintenance Type Defn,Premier,0QLWC000003Duu14AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,4403.05,,Approved,1308654
0zuWC000005C1RIYA0,Maintenance Type Defn,Premier,0QLWC000003DuU14AK,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,374.31,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RJYA0,Maintenance Type Defn,Premier,0QLWC000003Duu24AC,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,423.8,,Approved,1308654
0zuWC000005C1RKYA0,Maintenance Type Defn,Premier,0QLWC000003DuU24AK,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,2623.26,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RLYA0,Maintenance Type Defn,Professional,0QLWC000003Duu34AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,936.43,,Approved,1308656
0zuWC000005C1RMYA0,Maintenance Type Defn,Premier,0QLWC000003DuU34AK,GS-GSE-RRM-EFTAS,EFT ASM Module-RenewalMaintenance,Renewal Maintenance,,1311.11,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RNYA0,Maintenance Type Defn,Professional,0QLWC000003Duu44AC,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,90.02,,Approved,1308656
0zuWC000005C1ROYA0,Maintenance Type Defn,Premier,0QLWC000003DuU44AK,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,7777.75,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RPYA0,Maintenance Type Defn,Premier,0QLWC000003DuU54AK,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,3888.87,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RQYA0,Maintenance Type Defn,Premier,0QLWC000003DuU64AK,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,2386.47,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RRYA0,Maintenance Type Defn,Premier,0QLWC000003DuU74AK,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,1193.24,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RSYA0,Maintenance Type Defn,Premier,0QLWC000003DuU84AK,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,748.62,,Approved,Budgetary-SHI/Climb Quote - 3.4% Increase - 1 year
0zuWC000005C1RTYA0,Maintenance Type Defn,Professional,0QLWC000003DUuN4AW,GS-GSE-RNM-EF8,EFT 8 Express-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RUYA0,Maintenance Type Defn,Professional,0QLWC000003DUus4AG,GS-GSE-RNM-AAMNM,Advanced Authentication Modes-NewMaintenance,New Maintenance,,665.39,,Approved,Coterm: 1310489/1308975
0zuWC000005C1RVYA0,Maintenance Type Defn,Professional,0QLWC000003DUut4AG,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,612.15,,Approved,Coterm: 1310489/1308975
0zuWC000005C1RWYA0,Maintenance Type Defn,Professional,0QLWC000003DUuT4AW,GS-GSE-RNM-EFTEXP,EFT Express Auditing & Reporting Module ARM-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RXYA0,Maintenance Type Defn,Professional,0QLWC000003DUuu4AG,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,6354.74,,Approved,Coterm: 1310489/1308975
0zuWC000005C1RYYA0,Maintenance Type Defn,Professional,0QLWC000003DUuU4AW,GS-GSE-RNM-EESM,EFT Express Security Module ESM-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RZYA0,Maintenance Type Defn,Professional,0QLWC000003DUuv4AG,GS-GSE-RRM-DMRM,DMZ Gateway Single Site-RenewalMaintenance,Renewal Maintenance,,1532.29,,Approved,Coterm: 1310489/1308975
0zuWC000005C1RaYAK,Maintenance Type Defn,Professional,0QLWC000003DUuV4AW,GS-GSE-RNM-EHSM,EFT HTTP/S Module-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RbYAK,Maintenance Type Defn,Professional,0QLWC000003DUuw4AG,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,878.31,,Approved,Coterm: 1310489/1308975
0zuWC000005C1RcYAK,Maintenance Type Defn,Professional,0QLWC000003DUuW4AW,GS-GSE-RNM-ESSM,EFT SFTP SSH2 Module-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RdYAK,Maintenance Type Defn,Professional,0QLWC000003DUux4AG,GS-GSE-RRM-DMRM,DMZ Gateway Single Site-RenewalMaintenance,Renewal Maintenance,,1435.57,,Approved,None Provided
0zuWC000005C1ReYAK,Maintenance Type Defn,Professional,0QLWC000003DUuX4AW,GS-GSE-RNM-EEOM,EFT Express OpenPGP Module-NewMaintenance,New Maintenance,,0,,Approved,ARR 25=9407.53
0zuWC000005C1RfYAK,Maintenance Type Defn,Professional,0QLWC000003DUuy4AG,GS-GSE-RRM-WSMM,WSM Module-RenewalMaintenance,Renewal Maintenance,,822.87,,Approved,None Provided
0zuWC000005C1RgYAK,Maintenance Type Defn,Professional,0QLWC000003DUuz4AG,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,573.51,,Approved,None Provided
0zuWC000005C1RhYAK,Maintenance Type Defn,Professional,0QLWC000003DUv04AG,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,5953.62,,Approved,None Provided
0zuWC000005C1RiYAK,Maintenance Type Defn,Professional,0QLWC000003Duvm4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,222.5,,Approved,None Provided
0zuWC000005C1RjYAK,Maintenance Type Defn,Professional,0QLWC000003Duvn4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,222.5,,Approved,None Provided
0zuWC000005C1RkYAK,Maintenance Type Defn,Professional,0QLWC000003Duvo4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,222.5,,Approved,None Provided
