Id,PricebookEntryId,ContributingProductId,ProductId,ProductSellingModelId,DerivedPricingScope,Formula,PricingSource,CurrencyIsoCode,PricebookId
182WC000000FN3KYAW,01uWC000005wsfVYAQ,01tWC00000DD1meYAD,01tWC00000DD1mfYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3LYAW,01uWC000005wsfWYAQ,01tWC00000DD1mhYAD,01tWC00000DD1miYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3MYAW,01uWC000005wsfZYAQ,01tWC00000DCxkoYAD,01tWC00000DCxktYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3NYAW,01uWC000005wsfaYAA,01tWC00000DCxkvYAD,01tWC00000DCxkwYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3OYAW,01uWC000005wsimYAA,01tWC00000DCxkyYAD,01tWC00000DCxkzYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3PYAW,01uWC000005wt8LYAQ,01tWC00000DCxlaYAD,01tWC00000DCxlbYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3QYAW,01uWC000005wsz5YAA,01tWC00000DD1gMYAT,01tWC00000DD1gNYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3RYAW,01uWC000005wqfhYAA,01tWC00000DD1hCYAT,01tWC00000DD1hDYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3SYAW,01uWC000005wt8vYAA,01tWC00000DCyyCYAT,01tWC00000DCyyDYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3TYAW,01uWC000005wt8wYAA,01tWC00000DCyyLYAT,01tWC00000DCyyMYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3UYAW,01uWC000005wsgAYAQ,01tWC00000DD1oLYAT,01tWC00000DD1oMYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3VYAW,01uWC000005wt8sYAA,01tWC00000DD1tLYAT,01tWC00000DD1tMYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3WYAW,01uWC000005wsjVYAQ,01tWC00000DD1prYAD,01tWC00000DD1ptYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3XYAW,01uWC000005wt8qYAA,01tWC00000DD1pkYAD,01tWC00000DD1plYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3YYAW,01uWC000005wsyKYAQ,01tWC00000DD1pYYAT,01tWC00000DD1pZYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3ZYAW,01uWC000005wsyIYAQ,01tWC00000DD1pUYAT,01tWC00000DD1pVYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3aYAG,01uWC000005wt8pYAA,01tWC00000DD1pQYAT,01tWC00000DD1pRYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3bYAG,01uWC000005wt8oYAA,01tWC00000DD1pHYAT,01tWC00000DD1pIYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3cYAG,01uWC000005wt8kYAA,01tWC00000DD1p3YAD,01tWC00000DD1p4YAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3dYAG,01uWC000005wsgEYAQ,01tWC00000DD1p0YAD,01tWC00000DD1p1YAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3eYAG,01uWC000005wt8hYAA,01tWC00000DD1onYAD,01tWC00000DD1ooYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3fYAG,01uWC000005wt8iYAA,01tWC00000DD1otYAD,01tWC00000DD1ouYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3gYAG,01uWC000005wt8aYAA,01tWC00000DD1n9YAD,01tWC00000DD1nAYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3hYAG,01uWC000005wt8gYAA,01tWC00000DD1ojYAD,01tWC00000DD1okYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3iYAG,01uWC000005wt8eYAA,01tWC00000DD1oXYAT,01tWC00000DD1oYYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3jYAG,01uWC000005wsjYYAQ,01tWC00000DCxmOYAT,01tWC00000DD1taYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3kYAG,01uWC000005wsfvYAA,01tWC00000DD1n1YAD,01tWC00000DD1n2YAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3lYAG,01uWC000005wt8uYAA,01tWC00000DD1tdYAD,01tWC00000DD1tfYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3mYAG,01uWC000005wt8cYAA,01tWC00000DD1oSYAT,01tWC00000DD1oTYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3nYAG,01uWC000005wt8tYAA,01tWC00000DD1tRYAT,01tWC00000DD1tSYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3oYAG,01uWC000005wsg9YAA,01tWC00000DD1oHYAT,01tWC00000DD1oIYAT,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3pYAG,01uWC000005wt8bYAA,01tWC00000DD1o2YAD,01tWC00000DD1o4YAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3qYAG,01uWC000005wsg4YAA,01tWC00000DD1ntYAD,01tWC00000DD1nuYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000FN3rYAG,01uWC000005wsg3YAA,01tWC00000DD1npYAD,01tWC00000DD1nqYAD,0jPWC000000060b2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000HEPxYAO,01uWC000005wsZnYAI,01tWC00000DD1DxYAL,01tWC00000DD1DwYAL,0jPWC00000005yz2AA,Both,UnitPrice,Product,USD,01sWC0000022GHFYA2
182WC000000HNcvYAG,01uWC000006XPNZYA4,01tWC00000DD1btYAD,01tWC00000DD1buYAD,0jPWC00000005yz2AA,Both,UnitPrice,Product,USD,
182WC000000HNcwYAG,01uWC000006XPPBYA4,01tWC00000DD1btYAD,01tWC00000DD1buYAD,0jPWC00000005yz2AA,Both,UnitPrice,Product,USD,
182WC000000HNjNYAW,01uWC000006otttYAA,01tWC00000IAqPbYAL,01tWC00000IAluiYAD,,Both,UnitPrice,Product,USD,01sWC000001yExBYAU
