"sf__Id","sf__Error",ProductClassificationId,AttributeDefinitionId,AttributeCategoryId,Name,CurrencyIsoCode,Description,ValueDescription,HelpText,IsHidden,IsReadOnly,IsRequired,Status,Sequence,AttributeNameOverride,DefaultValue,DisplayType,IsPriceImpacting,MinimumValue,MaximumValue,MinimumCharacterCount,MaximumCharacterCount,StepValue,GearsetExternalId__c
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqeEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Dxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqeEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","PS Service Type, Unit Type, Number of Units, Server Type","","","false","false","false","Active","","Number of Units","","","false","","","","","","QA2Exlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqfEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Fxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Gxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Feature, Maintenance Type, Unit Type, Number of Units, Deployment Type, Server Type","","","false","false","false","Active","","Number of Units","","","false","","","","","","QA2Hxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqhEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Ixlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqiEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Jxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqjEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Kxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqlEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Lxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqoEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Mxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqoEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Pricing Tier, Unit Type, Number of Units","","","false","false","false","Active","","Number of Units","","","false","","","","","","QA2Nxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqpEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Oxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqqEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Pxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqrEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Qxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqAEAU","0tjct00000003lyAAA","0v3ct00000002DCAAY","Agent Type","USD","Specifies how many agents are licensed, deployed, or monitored under the product.","","","false","false","true","Active","","Number of Agents","","","false","","","","","","QA2Rdoh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqtEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Agent Type, Unit Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","EA2pjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqtEAE","0tjct00000003ltAAA","0v3ct00000002DHAAY","Agent Type","USD","Type of Agents?","","","false","false","false","Active","","Agent Type","","","false","","","","","","EA2qjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqtEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","false","Active","","Unit Type","","","false","","","","","","EA2rjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QquEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","false","Active","","Unit Type","","","false","","","","","","EA2sjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QquEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Unit Type, Number of Units, Power License Type, Server type, Group Number","","","false","false","false","Active","","Number of Units","","","false","","","","","","EA2tjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QquEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","false","Active","","Server Type","","","false","","","","","","EA2vjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqvEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","false","Active","","Server Type","","","false","","","","","","EA2yjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqvEAE","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","false","Active","","Operating System","","","false","","","","","","EA2zjHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqvEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Power License Type, Server type, Operating System, Group Number, Feature","","","false","false","false","Active","","Feature Options","","","false","","","","","","EA21kHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqwEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Pricing Tier","","","false","false","false","Active","","Feature Options","","","false","","","","","","EA22kHj700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqxEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Unit Type, Pricing tier, Number of Units","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2s50k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051Qq4EAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Maintenance Type Defn","USD","Server Type","","","false","false","false","Active","","Server Type","","","false","","","","","","IA26Q1k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqxEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","false","Active","","Unit Type","","","false","","","","","","IA2hR1k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqxEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Feature, Unit Type, Pricing tier, Number of Units","","","false","false","false","Active","","Number of Units","","","false","","","","","","IA2iR1k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqyEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","false","Active","","Unit Type","","","false","","","","","","IA29A3k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqyEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","false","Active","","Server Type","","","false","","","","","","YA2BA3k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqyEAE","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","false","Active","","Operating System","","","false","","","","","","YA2CA3k700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqyEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Unit Type, Power License Type, Server Type, Operating System, Number of Units","","","false","false","false","Active","","Number of Units","","","false","","","","","","YA2DA3k700000CWC11"
