
===== SHEET: Tripwire Enterprise (181r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
175107-00-JA	1-100	Policy Manager for POS Servers - License	55776.00000000001	27888.000000000004	25099.200000000004	22310.400000000005	18127.200000000004	18000
175107-00-JA	101-250	Policy Manager for POS Servers - License	36960	18480	16632	14784	12012	12000
175107-00-JA	251-500	Policy Manager for POS Servers - License	27776.000000000004	13888.000000000002	12499.200000000003	11110.400000000001	9027.2	9000
175107-00-JA	501-1000	Policy Manager for POS Servers - License	24080.000000000004	12040.000000000002	10836.000000000002	9632.000000000002	7826.000000000002	8000
175107-00-JA	1001+	Policy Manager for POS Servers - License	18480	9240	8316	7392	6006	6000
175107-01-JA	1-100	Policy Manager for POS Servers - Basic Support	11760.000000000002	5880.000000000001	5292.000000000001	4704.000000000001	3822.000000000001	4000
175107-01-JA	101-250	Policy Manager for POS Servers - Basic Support	7840.000000000001	3920.0000000000005	3528.0000000000005	3136.0000000000005	2548.0000000000005	3000
175107-01-JA	251-500	Policy Manager for POS Servers - Basic Support	5936.000000000001	2968.0000000000005	2671.2000000000003	2374.4000000000005	1929.2000000000003	2000
175107-01-JA	501-1000	Policy Manager for POS Servers - Basic Support	5040.000000000001	2520.0000000000005	2268.0000000000005	2016.0000000000005	1638.0000000000005	2000
175107-01-JA	1001+	Policy Manager for POS Servers - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
175107-03-JA	1-100	Policy Manager for POS Servers - Renewal Basic Support	11340	5670	5103	4536	3685.5	4000
175107-03-JA	101-250	Policy Manager for POS Servers - Renewal Basic Support	7560.000000000001	3780.0000000000005	3402.0000000000005	3024.0000000000005	2457.0000000000005	2000
175107-03-JA	251-500	Policy Manager for POS Servers - Renewal Basic Support	5724	2862	2575.8	2289.6	1860.3	2000
175107-03-JA	501-1000	Policy Manager for POS Servers - Renewal Basic Support	4860	2430	2187	1944	1579.5	2000
175107-03-JA	1001+	Policy Manager for POS Servers - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
175109-00-JA	1-100	Policy Manager for POS End Point Systems - License	18480	9240	8316	7392	6006	6000
175109-00-JA	101-250	Policy Manager for POS End Point Systems - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
175109-00-JA	251-500	Policy Manager for POS End Point Systems - License	10976.000000000002	5488.000000000001	4939.200000000001	4390.400000000001	3567.2000000000007	4000
175109-00-JA	501-1000	Policy Manager for POS End Point Systems - License	9296	4648	4183.2	3718.4	3021.2000000000003	3000
175109-00-JA	1001+	Policy Manager for POS End Point Systems - License	7280.000000000001	3640.0000000000005	3276.0000000000005	2912.0000000000005	2366.0000000000005	2000
175109-01-JA	1-100	Policy Manager for POS End Point Systems - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
175109-01-JA	101-250	Policy Manager for POS End Point Systems - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
175109-01-JA	251-500	Policy Manager for POS End Point Systems - Basic Support	2240	1120	1008	896	728	1000
175109-01-JA	501-1000	Policy Manager for POS End Point Systems - Basic Support	2016.0000000000002	1008.0000000000001	907.2000000000002	806.4000000000001	655.2	1000
175109-01-JA	1001+	Policy Manager for POS End Point Systems - Basic Support	1456.0000000000002	728.0000000000001	655.2000000000002	582.4000000000001	473.2000000000001	500
175109-03-JA	1-100	Policy Manager for POS End Point Systems - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
175109-03-JA	101-250	Policy Manager for POS End Point Systems - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
175109-03-JA	251-500	Policy Manager for POS End Point Systems - Renewal Basic Support	2160	1080	972	864	702	1000
175109-03-JA	501-1000	Policy Manager for POS End Point Systems - Renewal Basic Support	1944.0000000000002	972.0000000000001	874.8000000000001	777.6000000000001	631.8000000000001	1000
175109-03-JA	1001+	Policy Manager for POS End Point Systems - Renewal Basic Support	1404	702	631.8000000000001	561.6	456.3	500
172260-00-JA	1-100	Tripwire for Directory Services - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
172260-00-JA	101-250	Tripwire for Directory Services - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
172260-00-JA	251-500	Tripwire for Directory Services - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
172260-00-JA	501-1000	Tripwire for Directory Services - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
172260-00-JA	1001+	Tripwire for Directory Services - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
172260-01-JA	1-100	Tripwire  for Directory Services - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
172260-01-JA	101-250	Tripwire  for Directory Services - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
172260-01-JA	251-500	Tripwire  for Directory Services - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
172260-01-JA	501-1000	Tripwire  for Directory Services - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
172260-01-JA	1001+	Tripwire  for Directory Services - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
172260-03-JA	1-100	Tripwire for Directory Services - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
172260-03-JA	101-250	Tripwire for Directory Services - Renewal Basic Support	11880	5940	5346	4752	3861	4000
172260-03-JA	251-500	Tripwire for Directory Services - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
172260-03-JA	501-1000	Tripwire for Directory Services - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
172260-03-JA	1001+	Tripwire for Directory Services - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
172310-00-JA	1-100	Tripwire  for Databases - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
172310-00-JA	101-250	Tripwire  for Databases - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
172310-00-JA	251-500	Tripwire  for Databases - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
172310-00-JA	501-1000	Tripwire  for Databases - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
172310-00-JA	1001+	Tripwire  for Databases - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
172310-01-JA	1-100	Tripwire for Databases  - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
172310-01-JA	101-250	Tripwire for Databases  - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
172310-01-JA	251-500	Tripwire for Databases  - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
172310-01-JA	501-1000	Tripwire for Databases  - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
172310-01-JA	1001+	Tripwire for Databases  - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
172310-03-JA	1-100	Tripwire for Databases - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
172310-03-JA	101-250	Tripwire for Databases - Renewal Basic Support	11880	5940	5346	4752	3861	4000
172310-03-JA	251-500	Tripwire for Databases - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
172310-03-JA	501-1000	Tripwire for Databases - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
172310-03-JA	1001+	Tripwire for Databases - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
150100-00-JA	1-100	Tripwire for Microsoft Exchange - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
150100-00-JA	101-250	Tripwire for Microsoft Exchange - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
150100-00-JA	251-500	Tripwire for Microsoft Exchange - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
150100-00-JA	501-1000	Tripwire for Microsoft Exchange - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
150100-00-JA	1001+	Tripwire for Microsoft Exchange - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
150100-01-JA	1-100	Tripwire for Microsoft Exchange - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
150100-01-JA	101-250	Tripwire for Microsoft Exchange - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
150100-01-JA	251-500	Tripwire for Microsoft Exchange - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
150100-01-JA	501-1000	Tripwire for Microsoft Exchange - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
150100-01-JA	1001+	Tripwire for Microsoft Exchange - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
150100-03-JA	1-100	Tripwire for Microsoft Exchange - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
150100-03-JA	101-250	Tripwire for Microsoft Exchange - Renewal Basic Support	11880	5940	5346	4752	3861	4000
150100-03-JA	251-500	Tripwire for Microsoft Exchange - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
150100-03-JA	501-1000	Tripwire for Microsoft Exchange - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
150100-03-JA	1001+	Tripwire for Microsoft Exchange - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
150110-00-JA	1-100	Tripwire for Microsoft IIS - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
150110-00-JA	101-250	Tripwire for Microsoft IIS - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
150110-00-JA	251-500	Tripwire for Microsoft IIS - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
150110-00-JA	501-1000	Tripwire for Microsoft IIS - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
150110-00-JA	1001+	Tripwire for Microsoft IIS - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
150110-01-JA	1-100	Tripwire for Microsoft IIS - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
150110-01-JA	101-250	Tripwire for Microsoft IIS - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
150110-01-JA	251-500	Tripwire for Microsoft IIS - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
150110-01-JA	501-1000	Tripwire for Microsoft IIS - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
150110-01-JA	1001+	Tripwire for Microsoft IIS - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
150110-03-JA	1-100	Tripwire for Microsoft IIS - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
150110-03-JA	101-250	Tripwire for Microsoft IIS - Renewal Basic Support	11880	5940	5346	4752	3861	4000
150110-03-JA	251-500	Tripwire for Microsoft IIS - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
150110-03-JA	501-1000	Tripwire for Microsoft IIS - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
150110-03-JA	1001+	Tripwire for Microsoft IIS - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000

===== SHEET: TE Subscription JA (122r x 11c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
172000-031-JA	1	Tripwire Enterprise Console – License Subscription (per instance)	1213800	606900	546210	485520	394485	394000
172000-033-JA	1	Tripwire Enterprise Console - Basic Support Subscription Renewal	1170450	585225	526702.5	468180	380396.25	380000
エージェント（Nodes）
172110-031-JA	1-100	Tripwire Enterprise for File Systems - Subscription License	155400.00000000003	77700.00000000001	69930.00000000001	62160.000000000015	50505.000000000015	51000
172110-031-JA	101-250	Tripwire Enterprise for File Systems - Subscription License	121240.00000000001	60620.00000000001	54558.00000000001	48496.00000000001	39403.00000000001	39000
172110-031-JA	251-500	Tripwire Enterprise for File Systems - Subscription License	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
172110-031-JA	501-1000	Tripwire Enterprise for File Systems - Subscription License	79800.00000000001	39900.00000000001	35910.00000000001	31920.000000000007	25935.000000000007	26000
172110-031-JA	1001+	Tripwire Enterprise for File Systems - Subscription License	55160.00000000001	27580.000000000004	24822.000000000004	22064.000000000004	17927.000000000004	18000
172110-033-JA	1-100	Tripwire Enterprise for File Systems - Basic Support Subscription Renewal	149850	74925	67432.5	59940	48701.25	49000
172110-033-JA	101-250	Tripwire Enterprise for File Systems - Basic Support Subscription Renewal	116910.00000000001	58455.00000000001	52609.50000000001	46764.00000000001	37995.75000000001	38000
172110-033-JA	251-500	Tripwire Enterprise for File Systems - Basic Support Subscription Renewal	99630	49815	44833.5	39852	32379.75	32000
172110-033-JA	501-1000	Tripwire Enterprise for File Systems - Basic Support Subscription Renewal	76950	38475	34627.5	30780	25008.75	25000
172110-033-JA	1001+	Tripwire Enterprise for File Systems - Basic Support Subscription Renewal	53190	26595	23935.5	21276	17286.75	17000
172105-031-JA	1-100	Tripwire Enterprise for Desktops - Subscription License	17360	8680	7812	6944	5642	6000
172105-031-JA	101-250	Tripwire Enterprise for Desktops - Subscription License	14280.000000000002	7140.000000000001	6426.000000000001	5712.000000000001	4641.000000000001	5000
172105-031-JA	251-500	Tripwire Enterprise for Desktops - Subscription License	10360.000000000002	5180.000000000001	4662.000000000001	4144.000000000001	3367.000000000001	3000
172105-031-JA	501-1000	Tripwire Enterprise for Desktops - Subscription License	8400	4200	3780	3360	2730	3000
172105-031-JA	1001+	Tripwire Enterprise for Desktops - Subscription License	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
172105-033-JA	1-100	Tripwire Enterprise for Desktops - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172105-033-JA	101-250	Tripwire Enterprise for Desktops - Basic Support Subscription Renewal	13770	6885	6196.5	5508	4475.25	4000
172105-033-JA	251-500	Tripwire Enterprise for Desktops - Basic Support Subscription Renewal	9990	4995	4495.5	3996	3246.75	3000
172105-033-JA	501-1000	Tripwire Enterprise for Desktops - Basic Support Subscription Renewal	8100.000000000001	4050.0000000000005	3645.0000000000005	3240.0000000000005	2632.5000000000005	3000
172105-033-JA	1001+	Tripwire Enterprise for Desktops - Basic Support Subscription Renewal	6480	3240	2916	2592	2106	2000
172200-031-JA	1-100	Tripwire Enterprise for Network Devices - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172200-031-JA	101-250	Tripwire Enterprise for Network Devices - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172200-031-JA	251-500	Tripwire Enterprise for Network Devices - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172200-031-JA	501-1000	Tripwire Enterprise for Network Devices - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172200-031-JA	1001+	Tripwire Enterprise for Network Devices - Subscription License	17360	8680	7812	6944	5642	6000
172200-033-JA	1-100	Tripwire Enterprise for Network Devices - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172200-033-JA	101-250	Tripwire Enterprise for Network Devices - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172200-033-JA	251-500	Tripwire Enterprise for Network Devices - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172200-033-JA	501-1000	Tripwire Enterprise for Network Devices - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172200-033-JA	1001+	Tripwire Enterprise for Network Devices - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172230-031-JA	1-100	Tripwire Enterprise for VMWare ESX - Subscription License	155400.00000000003	77700.00000000001	69930.00000000001	62160.000000000015	50505.000000000015	51000
172230-031-JA	101-250	Tripwire Enterprise for VMWare ESX - Subscription License	121240.00000000001	60620.00000000001	54558.00000000001	48496.00000000001	39403.00000000001	39000
172230-031-JA	251-500	Tripwire Enterprise for VMWare ESX - Subscription License	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
172230-031-JA	501-1000	Tripwire Enterprise for VMWare ESX - Subscription License	79800.00000000001	39900.00000000001	35910.00000000001	31920.000000000007	25935.000000000007	26000
172230-031-JA	1001+	Tripwire Enterprise for VMWare ESX - Subscription License	55160.00000000001	27580.000000000004	24822.000000000004	22064.000000000004	17927.000000000004	18000
172230-033-JA	1-100	Tripwire Enterprise for VMware ESX - Basic Support Subscription Renewal	149850	74925	67432.5	59940	48701.25	49000
172230-033-JA	101-250	Tripwire Enterprise for VMware ESX - Basic Support Subscription Renewal	116910.00000000001	58455.00000000001	52609.50000000001	46764.00000000001	37995.75000000001	38000
172230-033-JA	251-500	Tripwire Enterprise for VMware ESX - Basic Support Subscription Renewal	99630	49815	44833.5	39852	32379.75	32000
172230-033-JA	501-1000	Tripwire Enterprise for VMware ESX - Basic Support Subscription Renewal	76950	38475	34627.5	30780	25008.75	25000
172230-033-JA	1001+	Tripwire Enterprise for VMware ESX - Basic Support Subscription Renewal	53190	26595	23935.5	21276	17286.75	17000
172107-031-JA	1-100	Tripwire Enterprise for POS Servers - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172107-031-JA	101-250	Tripwire Enterprise for POS Servers - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172107-031-JA	251-500	Tripwire Enterprise for POS Servers - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172107-031-JA	501-1000	Tripwire Enterprise for POS Servers - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172107-031-JA	1001+	Tripwire Enterprise for POS Servers - Subscription License	17360	8680	7812	6944	5642	6000
172107-033-JA	1-100	Tripwire Enterprise for POS Servers - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172107-033-JA	101-250	Tripwire Enterprise for POS Servers - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172107-033-JA	251-500	Tripwire Enterprise for POS Servers - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172107-033-JA	501-1000	Tripwire Enterprise for POS Servers - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172107-033-JA	1001+	Tripwire Enterprise for POS Servers - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172109-031-JA	1-100	Tripwire Enterprise for POS End Point Systems - Subscription License	17360	8680	7812	6944	5642	6000
172109-031-JA	101-250	Tripwire Enterprise for POS End Point Systems - Subscription License	14280.000000000002	7140.000000000001	6426.000000000001	5712.000000000001	4641.000000000001	5000
172109-031-JA	251-500	Tripwire Enterprise for POS End Point Systems - Subscription License	10360.000000000002	5180.000000000001	4662.000000000001	4144.000000000001	3367.000000000001	3000
172109-031-JA	501-1000	Tripwire Enterprise for POS End Point Systems - Subscription License	8400	4200	3780	3360	2730	3000
172109-031-JA	1001+	Tripwire Enterprise for POS End Point Systems - Subscription License	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
172109-033-JA	1-100	Tripwire Enterprise for POS End Point Systems - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172109-033-JA	101-250	Tripwire Enterprise for POS End Point Systems - Basic Support Subscription Renewal	13770	6885	6196.5	5508	4475.25	4000
172109-033-JA	251-500	Tripwire Enterprise for POS End Point Systems - Basic Support Subscription Renewal	9990	4995	4495.5	3996	3246.75	3000
172109-033-JA	501-1000	Tripwire Enterprise for POS End Point Systems - Basic Support Subscription Renewal	8100.000000000001	4050.0000000000005	3645.0000000000005	3240.0000000000005	2632.5000000000005	3000
172109-033-JA	1001+	Tripwire Enterprise for POS End Point Systems - Basic Support Subscription Renewal	6480	3240	2916	2592	2106	2000
172260-031-JA	1-100	Tripwire for Directory Services - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172260-031-JA	101-250	Tripwire for Directory Services - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172260-031-JA	251-500	Tripwire for Directory Services - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172260-031-JA	501-1000	Tripwire for Directory Services - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172260-031-JA	1001+	Tripwire for Directory Services - Subscription License	17360	8680	7812	6944	5642	6000
172260-033-JA	1-100	Tripwire for Directory Services - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172260-033-JA	101-250	Tripwire for Directory Services - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172260-033-JA	251-500	Tripwire for Directory Services - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172260-033-JA	501-1000	Tripwire for Directory Services - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172260-033-JA	1001+	Tripwire for Directory Services - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172310-031-JA	1-100	Tripwire for Databases  - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172310-031-JA	101-250	Tripwire for Databases  - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172310-031-JA	251-500	Tripwire for Databases  - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172310-031-JA	501-1000	Tripwire for Databases  - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172310-031-JA	1001+	Tripwire for Databases  - Subscription License	17360	8680	7812	6944	5642	6000
172310-033-JA	1-100	Tripwire for Databases - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172310-033-JA	101-250	Tripwire for Databases - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172310-033-JA	251-500	Tripwire for Databases - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172310-033-JA	501-1000	Tripwire for Databases - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172310-033-JA	1001+	Tripwire for Databases - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150100-031-JA	1-100	Tripwire for Microsoft Exchange - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150100-031-JA	101-250	Tripwire for Microsoft Exchange - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150100-031-JA	251-500	Tripwire for Microsoft Exchange - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150100-031-JA	501-1000	Tripwire for Microsoft Exchange - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150100-031-JA	1001+	Tripwire for Microsoft Exchange - Subscription License	17360	8680	7812	6944	5642	6000
150100-033-JA	1-100	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150100-033-JA	101-250	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150100-033-JA	251-500	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150100-033-JA	501-1000	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150100-033-JA	1001+	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150110-031-JA	1-100	Tripwire for Microsoft IIS - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150110-031-JA	101-250	Tripwire for Microsoft IIS - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150110-031-JA	251-500	Tripwire for Microsoft IIS - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150110-031-JA	501-1000	Tripwire for Microsoft IIS - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150110-031-JA	1001+	Tripwire for Microsoft IIS - Subscription License	17360	8680	7812	6944	5642	6000
150110-033-JA	1-100	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150110-033-JA	101-250	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150110-033-JA	251-500	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150110-033-JA	501-1000	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150110-033-JA	1001+	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000

===== SHEET: FIM Subscription JA (106r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
172000-031-JA	1	Tripwire Enterprise Console – License Subscription (per instance)	1213800	606900	546210	485520	394485	394000
172000-033-JA	1	Tripwire Enterprise Console - Basic Support Subscription Renewal	1170450	585225	526702.5	468180	380396.25	380000
エージェント（Nodes）
173110-031-JA	1-100	File Integrity Manager for File Systems - License Subscription	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
173110-031-JA	101-250	File Integrity Manager for File Systems - License Subscription	91840.00000000001	45920.00000000001	41328.00000000001	36736.00000000001	29848.000000000007	30000
173110-031-JA	251-500	File Integrity Manager for File Systems - License Subscription	68600	34300	30870	27440	22295	22000
