
===== SHEET: BSS-22410 (15129r x 18c) =====
	BSS-22410
	As of 2025-06-04 10:45:55 Pacific Standard Time/PST • Generated by Jillian Jones
	Filtered By
	Show: All products
	Price Book: Price Book Name  ↑	Product Family  ↑	SubCategory  ↑		Product Name	Product Code	Product Description	Product Model	Pricing Method	List Price	Term Discount Level	Term Discount Schedule: Schedule Name	Default Quantity	Option Selection Method	Active	IsRenewalProduct
					EFT Advanced Workflow Engine (AWE) Module [Non-Prod]	GSEFT-N-AWE-NP	EFT Advanced Workflow Engine (AWE) Module [Non-Prod]		List	4197			1	Click	True	False
					EFT OpenPGP Module [Non-Prod]	GSEFT-N-PGP-NP	EFT OpenPGP Module [Non-Prod]		List	1317			1	Click	True	False
					EFT Web Transfer Client (WTC) [Standby] Concurrent	GSWTC-N-SB			List	124.5			1	Click	False	False
					EFT Advanced Workflow Engine (AWE) Module [Dev]	GSEFT-N-AWE-DV			List	2308.35			1	Click	True	False
					EFT Auditing & Reporting Module [Dev]	GSEFT-N-ARM-DV			List	724.35			1	Click	True	False
					EFT OpenPGP Module [Dev]	GSEFT-N-PGP-DV			List	724.35			1	Click	True	False
					EFT AS2 Module [Dev]	GSEFT-N-AS2-DV			List	2639.67			1	Click	True	False
					EFT SAT Module [Dev]	GSEFT-N-SAT-DV			List	1813.35			1	Click	True	False
					EFT Web Transfer Client (WTC) [Dev] Concurrent	GSWTC-N-DV			List	82.17			1	Click	False	False
					DMZ Gateway 3 - Single Site	GSDMZ-N-S			List	6594			1	Click	True	False
					DMZ Gateway Enterprise 3 - Multi-Site	GSDMZ-N-M			List	14638.8			1	Click	True	False
					DMZ Gateway 3 - Single Site [Non-Prod]	GSDMZ-N-S-NP	DMZ Gateway 3 - Single Site [Non-Prod]		List	3297			1	Click	True	False
					DMZ Gateway 3 - Single Site [Dev]	GSDMZ-N-S-DV			List	1813.35			1	Click	True	False
					DMZ Gateway Enterprise 3 - Multi-Site [Dev]	GSDMZ-N-M-DV			List	4025.67			1	Click	True	False
					DMZ Gateway Enterprise 3 - Multi-Site [Non-Prod]	GSDMZ-N-M-NP	DMZ Gateway Enterprise 3 - Multi-Site [Non-Prod]		List	7319.4			1	Click	True	False
					EFT Secure Mobile Access Module (SMAM)	GSEFT-N-SMAM			List	2500			1	Click	False	False
					EFT Business Activity Monitor (BAM)	GSEFT-N-BAM			List	11998.8			1	Click	True	False
					EFT Business Activity Monitor (BAM) [Non-Prod]	GSEFT-N-BAM-NP	EFT Business Activity Monitor (BAM) [Non-Prod]		List	5999.4			1	Click	True	False
					EFT Business Activity Monitor (BAM) [Dev]	GSEFT-N-BAM-DV			List	3299.67			1	Click	True	False
					EFT BAM Portal	GSEFT-N-SSP			List	6000			1	Click	True	False
					EFT BAM Portal [Non-Prod]	GSEFT-N-SSP-NP	EFT BAM Portal [Non-Prod]		List	3000			1	Click	True	False
					EFT BAM Portal [Dev]	GSEFT-N-SSP-DV			List	1666.5			1	Click	True	False
					EFT Mobile Transfer Client (MTC) <100	GSMTC-N-SMB			List	999			1	Click	True	False
					EFT Mobile Transfer Client (MTC) [Dev] <100	GSMTC-N-SMB-DV			List	333			1	Click	True	False
					EFT Mobile Transfer Client (MTC) 250-499	GSMTC-N-ENT			List	2995			1	Click	True	False
					EFT Mobile Transfer Client (MTC) [Dev] 250-499	GSMTC-N-ENT-DV			List	998.33			1	Click	True	False
					Desktop Transfer Client (DTC)	GSDTC-N			List	1			1	Click	True	False
					EFT Express Mobile Transfer Client (MTC) 100-249	GSMTC-SMB-N-MID	EFT Express Mobile Transfer Client (MTC) 100-249		List	828			1	Click	True	False
					EFT Express Mobile Transfer Client (MTC) [Dev] 100-249	GSMTC-SMB-N-MID-DV	EFT Express Mobile Transfer Client (MTC) [Dev] 100-249		List	230			1	Click	True	False
					EFT Content Integrity Control  (CIC)	GSEFT-N-CIC			List	6594			1	Click	True	False
					EFT Content Integrity Control  (CIC) [Non-Prod]	GSEFT-N-CIC-SB			List	3297			1	Click	True	False
					EFT Content Integrity Control  (CIC) [Dev]	GSEFT-N-CIC-DV			List	1813.35			1	Click	True	False
					EFT Accelerate	GSEFT-N-ACC			List	5994			1	Click	True	False
					EFT Accelerate [Non-Prod]	GSEFT-N-ACC-NP	EFT Accelerate [Non-Prod]		List	2997			1	Click	True	False
					EFT Accelerate [Dev]	GSEFT-N-ACC-DV			List	1648.35			1	Click	True	False
					EFT Folder Monitor Module (FMM) [Dev]	GSEFT-N-FMM-DV			List	1318.35			1	Click	True	False
					EFT Timer Event Module (TEM)  [Dev]	GSEFT-N-TEM-DV			List	1318.35			1	Click	True	False
					EFT Advanced Auth Module (AAM)	GSEFT-N-AAM			List	5495			1	Click	True	False
					EFT Advanced Auth Module (AAM) [Non-Prod]	GSEFT-N-AAM-SB			List	2747.5			1	Click	True	False
					EFT Advanced Auth Module (AAM) [Dev]	GSEFT-N-AAM-DV			List	1813.35			1	Click	True	False
					EFT Insight Module [Dev]	GSEFT-N-IM-DV			List	2638.35			1	Click	True	False
					CuteZIP 1.X Special	44			List	9.99			1	Click	False	False
					CuteHTML 2.0 Academic	52			List	10			1	Click	False	False
					xWeb Developer Suite 4.2 (Online Bundle)	71			List	59.99			1	Click	False	False
					Productivity Pack Super Upgrade  (Online Bundle)	103			List	19.99			1	Click	False	False
					Sales Lead	GSSALES-LEAD			List	0			1	Click	False	False
					Productivity Pack  (Online Bundle)	208			List	59.99			1	Click	False	False
					Stainless Steel Travel Mug	223			List	9.99			1	Click	False	False
					xWeb Survey - 5 seats + 12 mo M&S (Online Bundle)	318			List	1473.1			1	Click	False	False
					T-Shirt, PureCMS, White, XL	335			List	9.99			1	Click	False	False
					Productivity Pack 5.0 Upgrade (Online Bundle)	376			List	19.99			1	Click	False	False
					Documents or Other Misc Outgoing Shipment	SHIPMENT-MISC			List	0			1	Click	False	False
					CuteHTML Pro 5	438			List	49.99			1	Click	False	False
					CuteHTML Pro 5 + 12 mo. M&S (Online Bundle)	439			List	84.99			1	Click	False	False
					CuteHTML Pro -  5 seats (Online Bundle)	441			List	217.45			1	Click	False	False
					Partner Fee - Standard	456			List	495			1	Click	False	False
					PublishXML Professional Services Hours	543			List	165			1	Click	False	False
					Courtesy Incident	684			List	0			1	Click	False	False
					765 - CFTP w/ Maintenance	765			List	148.47			1	Click	False	False
					DMZ Gateway Server 1 (Bundled)	768			List	2995			1	Click	False	False
					GSFTP Server HTTP/S Add-on + M&S (Online Bundle)	783			List	2294			1	Click	False	False
					804 - CFTP Pro w/ Maintenance	804			List	284.95			1	Click	False	False
					T-Shirt, EFT, White, XXL	831			List	9.99			1	Click	False	False
					T-Shirt, EFT, White, L	833			List	9.99			1	Click	False	False
					982 - CFTP Pro w/ Maintenance	982			List	284.95			1	Click	False	False
					985 - CFTP Pro w/ Maintenance, CZIP, CHTML Pro	985			List	121.97			1	Click	False	False
					1001 - CFTP w/ Maintenance	1001			List	148.47			1	Click	False	False
					z_CDP Additional Source Agent	1059			List	995			1	Click	False	False
					CuteSITE Builder 3.0	79			List	69.99			1	Click	False	False
					CuteHTML 2.3	121			List	19.99			1	Click	False	False
					CuteSITE Builder 3.0 CD	125			List	69.99			1	Click	False	False
					CuteSITE Builder 3.0 + 12 mo. Maint & Sup	138			List	114.99			1	Click	False	False
					Tally CuteMAP	195			List	19.99			1	Click	False	False
					Tally CuteHTML	196			List	19.99			1	Click	False	False
					T-Shirt, CuteSITE Builder, White, L	221			List	9.99			1	Click	False	False
					xPureCMS 1 - Additional Domain	305			List	0			1	Click	False	False
					xPureCMS 1 -  3 user license  (Online Bundle)	309			List	1050			1	Click	False	False
					T-Shirt, PureCMS, White, S	332			List	9.99			1	Click	False	False
					T-Shirt, PureCMS, White, L	334			List	9.99			1	Click	False	False
					xSnapEdit - Unlimited User License  (x)	554			List	499			1	Click	False	False
					CuteHTML Pro 6	609			List	49.99			1	Click	False	False
					CuteHTML Pro 6 - Upgrade Special	652			List	19.99			1	Click	False	False
					xSSL - Quick SSL Premium - 1 year	654			List	219			1	Click	False	False
					xSSL - Quick SSL Premium - 5 year	658			List	876			1	Click	False	False
					795 - CFTP Pro, CZIP	795			List	69.98			1	Click	False	False
					Cascade Server Enterprise	920			List	60000			1	Click	False	False
					Travel - Lodging & Meals	956			List	1			1	Click	False	False
					960 - CFTP Pro w/ Maintenance	960			List	89.99			1	Click	False	False
					962 - CFTP w/ Maintenance	962			List	59.99			1	Click	False	False
					980 - CFTP	980			List	107.97			1	Click	False	False
					983 - CFTP Pro w/ Maintenance	983			List	524.9			1	Click	False	False
					986 - CFTP Pro w/ Maintenance	986			List	199.47			1	Click	False	False
					1000 - CFTP w/ Maintenance	1000			List	397.4			1	Click	False	False
					1006 - CFTP Pro, CZIP	1006			List	63.98			1	Click	False	False
					1007 - CFTP Pro w/ Maintenance, CZIP, CHTML Pro	1007			List	123.97			1	Click	False	False
					Tally CuteHTML Pro	1025			List	59.99			1	Click	False	False
					Upgrade	1089			List	0			1	Click	False	False
					z_Availl Backup	1094			List	0			1	Click	False	False
					RENEWAL	1106			List	0			1	Click	False	True
					Bouncer Control Center - Virtual Appliance	BR6-CC-E			List	5000			1	Click	False	False
					xGlobalSCAPE Bundle (4.2)	59			List	59.99			1	Click	False	False
					CuteZIP 2.1	110			List	3.99			1	Click	False	False
					CuteSITE Builder 3 CD + 1 Serial Number - Bundle	126			List	69.99			1	Click	False	False
					Media Set - CuteSITE Builder	130			List	0			1	Click	False	False
					CuteMAP 1.1 -  5 Seats + 12 mo M&S (Online Bundle)	167			List	126.95			1	Click	False	False
					xDo not use	266			List	0			1	Click	False	False
					CuteSITE Builder 4	292			List	69.99			1	Click	False	False
					CuteSITE Builder 4 Upgrade	296			List	29.99			1	Click	False	False
					CuteSITE Builder - 10 seat+12mo M&S(Online Bundle)	298			List	697.1			1	Click	False	False
					xWeb Survey 5	302			List	249			1	Click	False	False
					CuteHTML Pro 5 - Upgrade	452			List	29.99			1	Click	False	False
					GSFTP Server SSH Add-On + M&S (Online) (x)	514			List	260			1	Click	False	False
					xSnapEdit - Unltd User Lic + 12mo M&S (x)	558			List	598.8			1	Click	False	False
					xPureCMS 4	633			List	395			1	Click	False	False
					CuteHTML Pro 6 - Special	644			List	24.99			1	Click	False	False
					DMZ Gateway Server 1	707			List	2995			1	Click	False	False
					758 - CFTP w/ Maintenance	758			List	212.45			1	Click	False	False
					xSecure SMTP Gateway 1	805			List	3995			1	Click	False	False
					DMZ Gateway Server 1 - Standby	806			List	995			1	Click	False	False
					CuteHTML Pro + 12 mo M&S Special (Online Bundle)	813			List	69.99			1	Click	False	False
					Travel - Car Rental	957			List	1			1	Click	False	False
					963 - CFTP Pro w/ Maintenance, CHTML Pro	963			List	119.98			1	Click	False	False
					Availl Database Backup	1087			List	0			1	Click	False	False
					ISP License	1100			List	0			1	Click	False	False
					---	1111			List	0			1	Click	False	False
					EFT High Security Module + M & S (Online Bundle)	1258			List	2394			1	Click	False	False
					AutoMate 8 Premium Edition, Single Machine License	AM8PRE			List	4995			1	Click	False	False
					CuteHTML 2.0 Non-Profit	53			List	10			1	Click	False	False
					CuteZIP 1.0 Academic	60			List	10			1	Click	False	False
					Transfer Engine SDK 2	109			List	0			1	Click	False	False
					Productivity Pack Special  (Online Bundle)	119			List	19.99			1	Click	False	False
					CuteSITE Builder 3 CD + 2 Serial Numbers - Bundle	127			List	109.85			1	Click	False	False
					T-Shirt, CuteSITE Builder, White, M	222			List	9.99			1	Click	False	False
					xProtect IIS 3 + 12 mo. Maint & Support	450			List	659			1	Click	False	False
					PublishXML	529			List	2000			1	Click	False	False
					xSnapEdit -  3 User License  (x)	552			List	99			1	Click	False	False
					xSSL - Quick SSL Premium - 2 year	655			List	383			1	Click	False	False
					791 - CFTP Pro w/ Maintenance	791			List	199.47			1	Click	False	False
					793 - CFTP Pro w/ Maintenance, CHTML Pro	793			List	119.98			1	Click	False	False
					814 - CFTP	814			List	107.97			1	Click	False	False
					828 - CFTP	828			List	174.95			1	Click	False	False
					CuteSITE Builder 5 Upgrade	843			List	29.99			1	Click	False	False
					966 - CFTP Pro, CHTML Pro	966			List	89.98			1	Click	False	False
					992 - CFTP Pro	992			List	419.9			1	Click	False	False
					Reseller Disc	1093			List	0			1	Click	False	False
					Failover	1109			List	0			1	Click	False	False
					BOUNCER Enterprise System	1345			List	7800			1	Click	False	False
					AutoMate BPA Server 8 Standard	BPA7SERV			List	5995			1	Click	False	False
					AutoMate BPA Server 8 Enterprise	BPA7SERV-ENT			List	14995			1	Click	False	False
					CoreTrace Reputation Service - 1 Yr Subscription	CRS-HS-X			List	1875			1	Click	False	False
					EFT SMB Web Transfer Client (WTC) [Dev] Concurrent	GSWTC-SMB-N-DV			List	231.67			1	Click	False	False
					CuteMAP 1.1	27			List	19.99			1	Click	False	False
					T-Shirt	41			List	12.99			1	Click	False	False
					CuteSITE Builder 3.0 - Promo	86			List	0			1	Click	False	False
					Productivity Pack 4.2 Upgrade (Online Bundle)	102			List	29.99			1	Click	False	False
					xVdrive  10-concurrent user license	104			List	250			1	Click	False	False
					CuteHTML 2.3 -  5 Seats (Online Bundle)	161			List	86.95			1	Click	False	False
					CuteMAP 1.1 - 10 Seats + 12 mo M&S (Online Bundle)	168			List	199.1			1	Click	False	False
					CuteZIP 2.1 -  5 Seats (Online Bundle)	169			List	86.95			1	Click	False	False
					CuteZIP 2.1 -  5 Seats + 12 mo M&S (Online Bundle)	171			List	126.95			1	Click	False	False
					Partner Fee - Premium	457			List	1995			1	Click	False	False
					xPureCMS Service	466			List	99			1	Click	False	False
					xPureCMS Setup	467			List	0			1	Click	False	False
					xPureCMS Service - 12 Months	545			List	1188			1	Click	False	False
					xSnapEdit 2 (x)	549			List	33			1	Click	False	False
					xSnapEdit -  3 User Lic + 12 mo M&S (x)	556			List	180			1	Click	False	False
					xPureCMS 2 + 12 month support (Online Bundle)	561			List	220			1	Click	False	False
					xPureCMS 4 Upgrade	634			List	0			1	Click	False	False
					760 - CFTP w/ Maintenance	760			List	59.99			1	Click	False	False
					T-Shirt, EFT, White, XL	832			List	9.99			1	Click	False	False
					CuteSITE Builder 5	840			List	69.99			1	Click	False	False
					Cascade Server CPU	919			List	40000			1	Click	False	False
					Cascade Server Training Days	922			List	2000			1	Click	False	False
					DMZ Gateway Enterprise 2 - Multi-Site	GSDMZ2-N-M			List	9995			1	Click	False	False
					DMZ Gateway Enterprise 2 - Multi-Site [Standby]	GSDMZ2-N-M-SB			List	4998			1	Click	False	False
					DMZ Gateway 2 - Single Site [Dev]	GSDMZ2-N-S-DV			List	1648			1	Click	False	False
					AutoMate 8 CD Media	AM8CD			List	30			1	Click	False	False
					SampleCD	29			List	0			1	Click	False	False
					CuteZIP 1.0	30			List	19.99			1	Click	False	False
					CuteHTML 2.X Special	43			List	9.99			1	Click	False	False
					CuteMAP 1.X Special	45			List	9.99			1	Click	False	False
					xGlobalSCAPE Bundle A73 (4.2)	73			List	59.99			1	Click	False	False
					xTrellixWeb 2.7 - NFR Copy	85			List	0			1	Click	False	False
					Productivity Pack 4 -  (Online Bundle)	88			List	59.99			1	Click	False	False
					Ad Campaign - CuteSite Builder	129			List	0			1	Click	False	False
					CuteHTML 2.3 - 10 Seats + 12mo M&S (Online Bundle)	164			List	199.1			1	Click	False	False
... [truncated at 400 non-empty rows; sheet has 15129 rows]

===== SHEET: Sheet1 (15129r x 7c) =====
CuteFTP
EFT Bundles						Licenses
EFT Continuum Servers						M&S
EFT Enterprise Bundles						MIX
EFT Enterprise Servers						Other
EFT Express Bundles						ProfSvc
EFT Express Servers						Subscriptions
EFT Modules
EFT SMB Bundles
EFT SMB Servers
Enterprise Upgrades
Express Upgrades
Hours
M&S Mail Express Production
Mail Express
Mail Express Production
MIX
Professional Services
PSTools
SCC_ACT
Secure Drive
SMB Upgrades
WAFS
Web Transfer Client (WTC)
Workspaces (WSM)
