
===== SHEET: Products (8874r x 23c) =====
Product SKU	Name	Software Product Master	GP Item Class	Tax Code	Price	Legacy Product?	Bundle?	Unit Label	Is Tiered Pricing	Experlogix Series	Family Unit (Software Product Family) (Product)	Solution Group Family (Software Product Family) (Product)	Product Brand Family (Software Product Family) (Product)	Product Family (Software Product Family) (Product)	Software Product Family	Product SKU (Software Product Family) (Product)	In Bundles	Required With Items	Approval Discount Fraction	Hardware	Regional Discounts	Term Length Discounts
CT07038	Expansion Interface (2x10GB Copper) - GSA (via Partner)	CTS Hardware	OTHER	PC070200	1000.01	Yes				New Software No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT07039	Expansion Interface (2x10GB Multi-Mode Fiber) - GSA (via Partner)	CTS Hardware	OTHER	PC070200	1227.29	Yes				New Software No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT07040	Expansion Interface (4x1GB Copper) - GSA (via Partner)	CTS Hardware	OTHER	PC070200	909.1	Yes				New Software No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT07041	Expansion Interface (4x1GB Multi-Mode Fiber) - GSA (via Partner)	CTS Hardware	OTHER	PC070200	1136.38	Yes				New Software No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT07042	Expansion Memory - Management Console (96GB) - GSA (via Partner)	CTS Hardware	OTHER	PC070200	1818.2	Yes				New Software No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT08013	Virtual Microsensor GVT - Subscription - Gov	CTS Hardware	OTHER	PC070200	760	Yes				Subscriptions No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT08032	Virtual Microsensor GVT - Subscription - GSA (via Partner)	CTS Hardware	OTHER	PC070200	800	Yes				Subscriptions No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CT08044	ExCraft SCADA Exploit Pack - Subscription - GSA Partner	CTS Hardware	OTHER	PC070200	4500	Yes				Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Core CTS	Core CTS Hardware	CTS Hardware	F4CTSHARDWARE			0.25	None		No
CS00842	Clearswift Hardware - New	Clearswift Hardware	OTHER	SW054003	0	No	No			Subscriptions; Subscriptions No Rules	CIA	Email Security	Clearswift	Clearswift Hardware	Clearswift Hardware	F4CSHARDWARE			0.25	None		No
CS00847	Clearswift Hardware - Renewal	Clearswift Hardware	OTHER	SW054003	0	No	No				CIA	Email Security	Clearswift	Clearswift Hardware	Clearswift Hardware	F4CSHARDWARE			0.25	None		No
DD00901	DDI Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100221	0	No	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Maintenance	Digital Defense Maintenance	F4DDMAINTENANCE			0.25	None		No
DG07001	Digitual Guardian  Maintenance - Renewal Maintenance	DG - Maintenance	RENEW MAIN	SC100221	6.6	No	No		No		CIA	Data Protection	Digital Guardian DLP	Data Protection Platform	DG - Maintenance	F4DG-MAINTENANCE193			0.25	None		No
DC00901	Titus Maintenance - Renewal Maintenance	DCS Essentials	RENEW MAIN	SC100221	22	No	No		No		CIA	Data Protection	Data Classification	Data Classification Suite	DCS Essentials	F4FORTRADCSSUITE232			0.25	None		No
DC00903	Boldon James Maintenance - Renewal Maintenance	Classifier Essentials	RENEW MAIN	SC100221	16.5	No	No		No		CIA	Data Protection	Data Classification	Classifier Suite	Classifier Essentials	F4CLASSIFIERENTERPRISESUITE242			0.25	None		No
LN03051	GoAnywhere Support+ Renewal Maintenance	Support +	RENEW MAIN	SC100221	0	No	No				CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Support +	F4GOASUPPORTPLUS			0.25	GoAnywhere		No
TN04094	Renew Maintenance - Renew Standard Maintenance	Security Awareness Training	RENEW MAIN	SC100122	0	No	No		No		CIA	Security Awareness Training	Terranova	Cybersecurity Training	Security Awareness Training	F4SCRTYAWARENESSTRAI			0.25	None		No
BS00002	Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100122	0.2	No	No				CIA	Infrastructure Protection	Beyond Security	Beyond Security Maintenance	Beyond Security Maintenance	F4BEYONDSECMAINT			0.25	BS		No
AM06601	DO NOT USE - AutoMate Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Automate	Automate Maintenance	Automate Maintenance	F4AUTOMMAINT			0.25	None		No
SB03202	Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
SB03203	Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
SB03204	Maint Plus Level 2	Skybot Maintenance Plus	RENEW MAIN	SC100221	500	No				New Software No Rules	CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
SB03205	Maint Plus Level 3	Skybot Maintenance Plus	RENEW MAIN	SC100221	1500	No				New Software No Rules	CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
SB03206	Maint Plus Level 4	Skybot Maintenance Plus	RENEW MAIN	SC100221	0	No				New Software No Rules	CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
SB03207	Renew Maint Plus Level 2		RENEW MAIN	SC100122	500	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
SB03208	Renew Maint Plus Level 3		RENEW MAIN	SC100122	1500	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
SB03209	Renew Maint Plus Level 4		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Automate Schedule Maintenance Plus	F4AUTOMATESCHEDULEMA			0.25	Skybot		No
AM01902	AutoMate Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Automate	Automate Maintenance	Automate Maintenance	F4AUTOMMAINT			0.25	None		No
AM01903	AutoMate Renew Maintenance - Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Automate	Automate Maintenance	Automate Maintenance	F4AUTOMMAINT			0.25	None		No
LN01902	Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100122	0.2	No	No				CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
LN01903	Renew Maintenance - Renew Premium Maintenance		RENEW MAIN	SC100122	0.24	No	No				CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
LN11902	Renew Maintenance - Renew Standard Maintenance - Cross		RENEW MAIN	SC100122	0.2	No	No				CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
LN11903	Renew Maintenance - Renew Premium Maintenance  - Cross		RENEW MAIN	SC100122	0.24	No	No				CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
AM02010	Maintenance Plus, AutoMate Professional Edition (per License) - Renewal	Maintenance Add Ons - AutoMate Pro	RENEW MAIN	SC100122	300	No					CIA	Automation	Automate	Automate Desktop	Maintenance Add Ons - Automate Pro	F4MAINTADDONSAUTOMPR			0.25	None		No
AM02011	Maintenance Plus, AutoMate Desktop - Renewal	Maintenance Add Ons - AutoMate Desktop	RENEW MAIN	SC100122	1000	No					CIA	Automation	Automate	Automate Desktop	Maintenance Add Ons - Automate Desktop	F4MAINTADDONSAUTOMDE			0.25	None		No
AM02012	Maintenance Plus, AutoMate Enterprise Server Standard Edition (per Installation) - Renewal	Maintenance Add Ons - Automate Enterprise	RENEW MAIN	SC100122	2000	No					CIA	Automation	Automate	Automate	Maintenance Add Ons - Automate Enterprise	F4MAINTADDONSAUTOMEN			0.25	None		No
AM02013	Maintenance Plus, AutoMate BPA Server Enterprise Edition (per Installation) - Renewal	Maintenance Add Ons - Automate BPA Server Enterprise Edition	RENEW MAIN	SC100122	3000	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate BPA Server Enterprise Edition	F4MAINTENANCEADDONSA			0.25	None		No
AM02014	Single Incident - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	275	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02015	Unlimited Phone Incident Add-On - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	1925	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02016	24x5 Add-On - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	5495	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02017	24x7 Add-On - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	11000	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02019	Priority Diagnosis and Dispatch (Requires 24x7 Add-On) - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	5495	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02018	Additional Point of Contact - Renewal	Maintenance Add Ons - Automate	RENEW MAIN	SC100122	545	No					CIA	Automation	Automate	Automate Maintenance	Maintenance Add Ons - Automate	F4MAINTADDONSAUTOM			0.25	None		No
AM02104	AutoMate HW Change Stub Maintenance - Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Automate	Automate Maintenance	Automate Maintenance	F4AUTOMMAINT			0.25	None		No
AM02105	AutoMate HW Change Stub Maintenance - Premium Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Automate	Automate Maintenance	Automate Maintenance	F4AUTOMMAINT			0.25	None		No
LN02103	GoAnywhere License Upgrade Stub maintenance - Standard - IBM i		RENEW MAIN	SC100122	0.2	No					CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
LN02104	GoAnywhere License Upgrade Stub maintenance - Premium - IBM i		RENEW MAIN	SC100122	0.24	No					CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Maintenance	GoAnywhere Maintenance	F4GOAMAINT			0.25	GoAnywhere		No
JM02103	JAMS Maintenance - License Upgrade Stub Period - Standard		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
JM02104	JAMS Maintenance - License Upgrade Stub Period - Premium		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
JM01902	JAMS Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
JM01903	JAMS Renew Maintenance - Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CIA	Automation	Workload Automation	Workload Automation Maintenance	Workload Automation Maintenance	F4WORKLOADAUTOMATION			0.25	JAMS		No
CT01902	CTS - Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CIA	Infrastructure Protection	Core CTS	Core CTS Maintenance	Core CTS Maintenance	F4CORECTSMAINT			0.25	None		No
CT01903	CTS - Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CIA	Infrastructure Protection	Core CTS	Core CTS Maintenance	Core CTS Maintenance	F4CORECTSMAINT			0.25	None		No
AM03601	Maintenance Plus, Automate Plus and Ultimate - Renewal	Maintenance Add Ons - Automate Plus And Ultimate	RENEW MAIN	SC100122	2000	No					CIA	Automation	Automate	Automate	Maintenance Add Ons - Automate Plus And Ultimate	F4MAINTADDONSAUTOMPL			0.25	None		No
CT01193	CTS - Renew Standard Maintenance - Gov		RENEW MAIN	SC100122	0	No					CIA	Infrastructure Protection	Core CTS	Core CTS Maintenance	Core CTS Maintenance	F4CORECTSMAINT			0.25	None		No
CT01195	CTS - Renew Standard Maintenance -  GSA (via Partner)		RENEW MAIN	SC100122	0	No					CIA	Infrastructure Protection	Core CTS	Core CTS Maintenance	Core CTS Maintenance	F4CORECTSMAINT			0.25	None		No
CT02107	CTS - Renew Standard Hardware Maintenance		RENEW MAIN	SC100221	0	No					CIA	Infrastructure Protection	Core CTS	Core CTS Maintenance	Core CTS Maintenance	F4CORECTSMAINT			0.25	None		No
CS00272	Clearswift Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100221	0	No	No				CIA	Email Security	Clearswift	Clearswift Maintenance	Clearswift Maintenance	F4CSMAINT			0.25	None		No
CS00848	Premium Services Renewal	Clearswift Premium Support	RENEW MAIN	SC100221	19500	Yes	No				CIA	Email Security	Clearswift	Clearswift Maintenance	Clearswift Premium Support	F4CSPREMIUMSUPPORT			0.25	None		No
FC08046	Renew Maintenance - Renew Standard Maintenance (FileCatalyst)		RENEW MAIN	SC100122	0	No					CIA	Managed File Transfer	Managed File Transfer	FileCatalyst Maintenance	FileCatalyst Maintenance	F4FILECATALYSTMAINT			0.25	GoAnywhere		No
CB00051	Cobalt Strike Renew Maintenance - Renew Standard Maintenance	Cobalt Strike	RENEW MAIN	SC100122	0	No					CIA	Infrastructure Protection	Cobalt Strike	Cobalt Strike	Cobalt Strike	F4COBALTSTRIKE			0.25	None		No
DC00645	Travel Expense (billed as incurred)		SERV EXP	OT010100	0	No	No		No	New Software; Professional Services; Subscriptions	CIA	Data Protection	Data Classification	Data Classification Services	DC Expenses	F4DCEXPENSES304			0.25	None		No
DC00646	Travel Expenses Fixed Rate - One trip, up to 4 days		SERV EXP	OT010100	3500	No	No		No	New Software; Professional Services; Subscriptions	CIA	Data Protection	Data Classification	Data Classification Services	DC Expenses	F4DCEXPENSES304			0.25	None		No
DG06028	Travel Expenses Fixed Rate - One trip, up to 4 days	Travel Expenses Fixed	SERV EXP	SC070321	3500	No	No		No	New Software; Professional Services; Subscriptions	CIA	Data Protection	Digital Guardian DLP	DLP Services	Travel Expenses	F4TRAVELEXPENSES217			0.25	None		No
DG06029	Travel Expense (billed as incurred)	Travel Expense (billed as incurred)	SERV EXP	SC070321	0	No	No		No	New Software; Professional Services; Subscriptions	CIA	Data Protection	Digital Guardian DLP	DLP Services	Travel Expenses	F4TRAVELEXPENSES217			0.25	None		No
DD00633	Digital Defense Services Expense	Digital Defense Services	SERV EXP	OT010100	0	No	No			New Software No Rules; Professional Services; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Services	F4DDSERVICES			0.25	None		No
SB03199	Travel Expense (billed as incurred)	Skybot Services	SERV EXP	OT010100	0	No				Professional Services	CIA	Automation	Workload Automation	Automate Schedule Services	Automate Schedule Services	F4AUTOMSCHEDSERV			0.25	Skybot		No
AM01909	AutoMate Services Expense	AutoMate Services	SERV EXP	OT010100	0	No				New Software No Rules; Professional Services	CIA	Automation	Automate	Automate Services	Automate Services	F4AUTOMSERV			0.25	None		No
LN01909	Travel Expense (billed as incurred)	Linoma Services	SERV EXP	OT010100	0	No				New Software; New Software No Rules; Professional Services	CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Services	GoAnywhere Services	F4GOASERV			0.25	GoAnywhere		No
JM00075	JAMS Services Expense	JAMS Services	SERV EXP	OT010100	0	No				New Software; New Software No Rules; Professional Services	CIA	Automation	Workload Automation	JAMS Services	JAMS Services	F4JAMSSERV			0.25	JAMS		No
CT01909	Travel Expense (billed as incurred)	CTS Services	SERV EXP	OT010100	0	No	No			New Software No Rules; Professional Services; Subscriptions No Rules	CIA	Infrastructure Protection	Core CTS	CTS Services	CTS Services	F4CTSSERV			0.25	None		No
CS00841	Travel Expense (billed as incurred)	Clearswift Services	SERV EXP	OT010100	0	No	No			Professional Services	CIA	Email Security	Clearswift	Clearswift Services	Clearswift Services	F4CSSERV			0.25	None		No
CS00844	Clearswift Travel Expense	Clearswift Services	SERV EXP	NT	0	Yes	No				CIA	Email Security	Clearswift	Clearswift Services	Clearswift Services	F4CSSERV			0.25	None		No
CS00856	Travel Expense Fixed Rate - One trip, up to 4 days	Clearswift Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CIA	Email Security	Clearswift	Clearswift Services	Clearswift Services	F4CSSERV			0.25	None		No
SB03198	Travel Expense Fixed Rate - One trip, up to 4 days	Skybot Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CIA	Automation	Workload Automation	Automate Schedule Services	Automate Schedule Services	F4AUTOMSCHEDSERV			0.25	Skybot		No
LN09072	Travel Expense Fixed Rate - One trip, up to 4 days	Linoma Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CIA	Managed File Transfer	Managed File Transfer	GoAnywhere Services	GoAnywhere Services	F4GOASERV			0.25	GoAnywhere		No
CT01910	Travel Expense Fixed Rate - One trip, up to 4 days	CTS Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CIA	Infrastructure Protection	Core CTS	CTS Services	CTS Services	F4CTSSERV			0.25	None		No
DD00570	Senior Analyst (per hour) - 1-8 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	500	No	No			Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00571	Senior Analyst (per hour) - 9-24 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	450	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00572	Senior Analyst (per hour) - 25-80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	375	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00573	Senior Analyst (per hour) - >80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	300	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00574	Analyst (per hour) - 1-8 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	400	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00575	Analyst (per hour) - 9-24 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	360	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00576	Analyst (per hour) - 25-80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	300	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00577	Analyst (per hour) - >80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	240	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00578	Junior Analyst (per hour) - 1-8 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	250	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00579	Junior Analyst (per hour) - 9-24 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	225	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00580	Junior Analyst (per hour) - 25-80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	188	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00581	Junior Analyst (per hour) - >80 Hours - Recurring	Digital Defense Analyst - Recurring	SERV RECUR	SC070321	150	No	No			New Software; New Software No Rules; Professional Services; Subscriptions; Subscriptions No Rules	CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Digital Defense Analyst - Recurring	F4DDANALYSTRECURRING			0.25	None		No
DD00582	DO NOT USE -Physical Security Site Review (First day onsite) - Without VS Solution - Recurring - Project	Physical Security Site Review - Recurring	SERV RECUR	SC070321	6000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Physical Security Site Review	Physical Security Site Review - Recurring	F4PHYSSECSITEREVIEWR			0.25	None		No
DD00583	DO NOT USE -Physical Security Site Review (Additional days onsite)1 - Without VS Solution - Recurring - Project	Physical Security Site Review - Recurring	SERV RECUR	SC070321	4000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Physical Security Site Review	Physical Security Site Review - Recurring	F4PHYSSECSITEREVIEWR			0.25	None		No
DD00584	Social Test - Onsite (First day onsite) - Without VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	6000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00585	Social Test - Onsite (Additional days onsite)1 - Without VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	4000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00586	Social Test - Remote (Per day of testing)2 - Without VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	2800	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00587	DO NOT USE -Wireless Penetration Test (First day onsite) - Without VS Solution - Recurring - Project	Wireless Penetration Test - Recurring	SERV RECUR	SC070321	6000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Wireless Penetration Test - Recurring	F4WIRELESSPENTESTREC			0.25	None		No
DD00588	DO NOT USE -Wireless Penetration Test (Additional days onsite)1 - Without VS Solution - Recurring - Project	Wireless Penetration Test - Recurring	SERV RECUR	SC070321	4000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Wireless Penetration Test - Recurring	F4WIRELESSPENTESTREC			0.25	None		No
DD00589	DO NOT USE -Website Compliance Audit - Financial Institutions up to $1B in assets - Without VS Solution - Recurring - Project	Financial Institutions - Recurring	SERV RECUR	SC070321	6000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Financial Institutions - Recurring	F4FININSTITUTIONSREC			0.25	None		No
DD00590	DO NOT USE -Website Compliance Audit - FI larger than $1B and other industries - Without VS Solution - Recurring - Project	Financial Institutions - Recurring	SERV RECUR	SC070321	4000	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Financial Institutions - Recurring	F4FININSTITUTIONSREC			0.25	None		No
DD00591	DO NOT USE -Physical Security Site Review (First day onsite) - With VS Solution - Recurring - Project	Physical Security Site Review - Recurring	SERV RECUR	SC070321	5400	Yes	No				CIA	Infrastructure Protection	Digital Defense	Physical Security Site Review	Physical Security Site Review - Recurring	F4PHYSSECSITEREVIEWR			0.25	None		No
DD00592	DO NOT USE -Physical Security Site Review (Additional days onsite)1 - With VS Solution - Recurring - Project	Physical Security Site Review - Recurring	SERV RECUR	SC070321	3600	Yes	No				CIA	Infrastructure Protection	Digital Defense	Physical Security Site Review	Physical Security Site Review - Recurring	F4PHYSSECSITEREVIEWR			0.25	None		No
DD00593	Social Test - Onsite (First day onsite) - With VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	5400	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00594	Social Test - Onsite (Additional days onsite)1 - With VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	3600	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00595	Social Test - Remote (Per day of testing)2 - With VS Solution - Recurring - Project	Frontline Social Test - Recurring	SERV RECUR	SC070321	2520	Yes	No				CIA	Infrastructure Protection	Digital Defense	Social Test	Frontline Social Test - Recurring	F4FLSOCIALTESTRECURR			0.25	None		No
DD00596	DO NOT USE -Wireless Penetration Test (First day onsite) - With VS Solution - Recurring - Project	Wireless Penetration Test - Recurring	SERV RECUR	SC070321	5400	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Wireless Penetration Test - Recurring	F4WIRELESSPENTESTREC			0.25	None		No
DD00597	DO NOT USE -Wireless Penetration Test (Additional days onsite)1 - With VS Solution - Recurring - Project	Wireless Penetration Test - Recurring	SERV RECUR	SC070321	3600	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Wireless Penetration Test - Recurring	F4WIRELESSPENTESTREC			0.25	None		No
DD00598	DO NOT USE -Website Compliance Audit - Financial Institutions up to $1B in assets - With VS Solution - Recurring - Project	Financial Institutions - Recurring	SERV RECUR	SC070321	2880	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Financial Institutions - Recurring	F4FININSTITUTIONSREC			0.25	None		No
DD00599	DO NOT USE -Website Compliance Audit - FI larger than $1B and other industries - With VS Solution - Recurring - Project	Financial Institutions - Recurring	SERV RECUR	SC070321	4320	Yes	No				CIA	Infrastructure Protection	Digital Defense	Digital Defense Services	Financial Institutions - Recurring	F4FININSTITUTIONSREC			0.25	None		No
