64.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,NONE;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,NONE;WORKFLOW,INFO
19:28:13.12 (176583985)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:28:13.12 (176717211)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x4698a5fb
19:28:13.12 (176735624)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:28:13.12 (176746104)|VARIABLE_ASSIGNMENT|[251]|fieldName|"BillingCountry"
19:28:13.12 (176758259)|HEAP_ALLOCATE|[252]|Bytes:5
19:28:13.12 (176763155)|STATEMENT_EXECUTE|[251]
19:28:13.12 (176793639)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:28:13.12 (176816184)|HEAP_ALLOCATE|[252]|Bytes:13
19:28:13.12 (176826334)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:28:13.12 (176834971)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:28:13.12 (176841454)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:28:13.12 (176845060)|STATEMENT_EXECUTE|[252]
19:28:13.12 (176846300)|STATEMENT_EXECUTE|[253]
19:28:13.12 (176854137)|METHOD_EXIT|[222]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (176858152)|STATEMENT_EXECUTE|[223]
19:28:13.12 (176874575)|HEAP_ALLOCATE|[223]|Bytes:16
19:28:13.12 (176884647)|METHOD_ENTRY|[223]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (176902419)|VARIABLE_SCOPE_BEGIN|[251]|target|Quote|true|false
19:28:13.12 (177670482)|VARIABLE_ASSIGNMENT|[251]|target|{"LastModifiedDate":"2026-06-14T02:26:18.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"ValidationResult":"MissingContributor","Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"Saving","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:26:18.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","TransactionType":"Fortra_Advanced_Pric (3 more) ...","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","LineGroupCount":0,"Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}|0xc9d8ada
19:28:13.12 (177706274)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:28:13.12 (177834327)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x4698a5fb
19:28:13.12 (177847120)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:28:13.12 (177861068)|VARIABLE_ASSIGNMENT|[251]|fieldName|"BillingStateCode"
19:28:13.12 (177873080)|HEAP_ALLOCATE|[252]|Bytes:5
19:28:13.12 (177877791)|STATEMENT_EXECUTE|[251]
19:28:13.12 (177897428)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:28:13.12 (177917429)|HEAP_ALLOCATE|[252]|Bytes:2
19:28:13.12 (177926496)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:28:13.12 (177934495)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:28:13.12 (177940278)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:28:13.12 (177943718)|STATEMENT_EXECUTE|[252]
19:28:13.12 (177944930)|STATEMENT_EXECUTE|[253]
19:28:13.12 (177952778)|METHOD_EXIT|[223]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (177956602)|STATEMENT_EXECUTE|[224]
19:28:13.12 (177959459)|HEAP_ALLOCATE|[224]|Bytes:18
19:28:13.12 (177966150)|METHOD_ENTRY|[224]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (177982027)|VARIABLE_SCOPE_BEGIN|[251]|target|Quote|true|false
19:28:13.12 (178835990)|VARIABLE_ASSIGNMENT|[251]|target|{"LastModifiedDate":"2026-06-14T02:26:18.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"ValidationResult":"MissingContributor","Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"Saving","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:26:18.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","TransactionType":"Fortra_Advanced_Pric (3 more) ...","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","LineGroupCount":0,"Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}|0xc9d8ada
19:28:13.12 (178878744)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:28:13.12 (179016748)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x4698a5fb
19:28:13.12 (179029594)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:28:13.12 (179039534)|VARIABLE_ASSIGNMENT|[251]|fieldName|"BillingCountryCode"
19:28:13.12 (179052911)|HEAP_ALLOCATE|[252]|Bytes:5
19:28:13.12 (179058390)|STATEMENT_EXECUTE|[251]
19:28:13.12 (179081235)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:28:13.12 (179103962)|HEAP_ALLOCATE|[252]|Bytes:2
19:28:13.12 (179113787)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:28:13.12 (179122135)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:28:13.12 (179127674)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:28:13.12 (179131407)|STATEMENT_EXECUTE|[252]
19:28:13.12 (179132687)|STATEMENT_EXECUTE|[253]
19:28:13.12 (179141034)|METHOD_EXIT|[224]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (179144661)|STATEMENT_EXECUTE|[225]
19:28:13.12 (179147698)|HEAP_ALLOCATE|[225]|Bytes:14
19:28:13.12 (179154655)|METHOD_ENTRY|[225]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (179171895)|VARIABLE_SCOPE_BEGIN|[251]|target|Quote|true|false
19:28:13.12 (179929480)|VARIABLE_ASSIGNMENT|[251]|target|{"LastModifiedDate":"2026-06-14T02:26:18.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"ValidationResult":"MissingContributor","Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"Saving","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:26:18.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","TransactionType":"Fortra_Advanced_Pric (3 more) ...","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","LineGroupCount":0,"Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}|0xc9d8ada
19:28:13.12 (179963362)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:28:13.12 (180085659)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x4698a5fb
19:28:13.12 (180098385)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:28:13.12 (180107755)|VARIABLE_ASSIGNMENT|[251]|fieldName|"ShippingStreet"
19:28:13.12 (180119089)|HEAP_ALLOCATE|[252]|Bytes:5
19:28:13.12 (180123403)|STATEMENT_EXECUTE|[251]
19:28:13.12 (180140970)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:28:13.12 (180160591)|HEAP_ALLOCATE|[252]|Bytes:29
19:28:13.12 (180170138)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:28:13.12 (180177934)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:28:13.12 (180184010)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:28:13.12 (180187603)|STATEMENT_EXECUTE|[252]
19:28:13.12 (180188812)|STATEMENT_EXECUTE|[253]
19:28:13.12 (180196484)|METHOD_EXIT|[225]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (180200210)|STATEMENT_EXECUTE|[226]
19:28:13.12 (180203491)|HEAP_ALLOCATE|[226]|Bytes:12
19:28:13.12 (180210326)|METHOD_ENTRY|[226]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:28:13.12 (180227095)|VARIABLE_SCOPE_BEGIN|[251]|target|Quote|true|false
