
===== SHEET: Quote (166r x 21c) =====
Still in Use	BSI Notes	API Name	Label	Type	Length	Precision	Scale	Required	Unique	External ID	Default Value	Formula	Help Text	Reference To	Relationship Name	Picklist Values	Createable	Updateable	Deprecated	Custom
No		Renewal_Avg_Customer_Discount__c	Renewal Avg. Customer Discount	percent	0	18	2	No	No	No		IF(_x000D_ AND(_x000D_ ISPICKVAL(SBQQ__Type__c, "Renewal"),_x000D_ NOT(ISBLANK(SBQQ__Opportunity2__r.SBQQ__RenewedContract__r.Expected_Ren_Amount__c)),_x000D_ NOT(ISBLANK(SBQQ__ListAmount__c)),_x000D_ SBQQ__Opportunity2__r.SBQQ__RenewedContract__r.Expected_Ren_Amount__c <> SBQQ__ListAmount__c,_x000D_ SBQQ__ListAmount__c <> 0_x000D_ ),_x000D_ (SBQQ__Opportunity2__r.SBQQ__RenewedContract__r.Expected_Ren_Amount__c - SBQQ__ListAmount__c) / SBQQ__ListAmount__c,_x000D_ 0_x000D_ )					No	No	No	Yes
No		Renewal_Sub_Total__c	Renewal Sub Total	currency	0	18	2	No	No	No							No	No	No	Yes
No		Renewal_Total_Including_Tax__c	Renewal Total Including Tax	currency	0	18	2	No	No	No		Renewal_Sub_Total__c  + NULLVALUE(AVA_SFCPQ__SalesTaxAmount__c, 0)					No	No	No	Yes
No	Will be handled by Certinia	RequiresCustomSOW__c	Requires Custom SOW	boolean	0	0	0	Yes	No	No	False						Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Account__c	Account	reference	18	0	0	No	No	No			The customer account for this quote. Defaults to the account for the opportunity when creating a quote.	Account	SBQQ__Account__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AdditionalDiscountAmount__c	Addl. Disc. Amount	currency	0	18	2	No	No	No		SBQQ__RegularAmount__c - SBQQ__CustomerAmount__c	Enter the amount additionally discounted on this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AverageCustomerDiscount__c	Avg. Customer Disc. (%)	percent	0	18	1	No	No	No		IF(SBQQ__ListAmount__c = 0, 0, ((SBQQ__ListAmount__c - SBQQ__CustomerAmount__c) / SBQQ__ListAmount__c))	Average customer discount (in percent) for this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AveragePartnerDiscount__c	Avg. Partner Disc. (%)	percent	0	18	1	No	No	No		IF(SBQQ__CustomerAmount__c = 0, 0, (SBQQ__CustomerAmount__c -  SBQQ__NetAmount__c) / SBQQ__CustomerAmount__c)	Average partner discount (in percent) for this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingCity__c	Bill To City	string	40	0	0	No	No	No			City of the Bill To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingCountry__c	Bill To Country	string	80	0	0	No	No	No			Country of the Bill To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingPostalCode__c	Bill To Postal Code	string	20	0	0	No	No	No			Postal Code of the Bill To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingState__c	Bill To State	string	80	0	0	No	No	No			State/Province of the Bill To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingStreet__c	Bill To Street	textarea	255	0	0	No	No	No			Street portion of the billing address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ChangeVersion__c	Amend: Re-Quote Version	double	0	18	0	No	No	No			The Amend: Re-Quote version number for the quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CustomerAmount__c	Customer Amount	currency	0	18	2	No	No	No			This is a Roll-Up Summary field.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CustomerDiscount__c	Additional Disc. (%)	percent	0	5	2	No	No	No			Additional discount extended to the customer on this quote. This value can be overridden at the individual line item level. Any line items that don't have additional discounts explicitly specified will default to this value.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DaysQuoteOpen__c	Days Quote Open	double	0	18	0	No	No	No		if(OR(ISPICKVAL( SBQQ__Status__c ,"Draft" ),ISPICKVAL( SBQQ__Status__c ,"In Review"),ISPICKVAL( SBQQ__Status__c , "Approved"), ISPICKVAL( SBQQ__Status__c , "Presented")),Round(NOW() - CreatedDate,0) ,null)	Number of days the quote has been opened.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DefaultTemplate__c	Default Template	reference	18	0	0	No	No	No			Template that should be used with this quote. Salesforce CPQ automatically selects the template specified here when you click "Generate Document"	SBQQ__QuoteTemplate__c	SBQQ__DefaultTemplate__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DeliveryMethod__c	Delivery Method	picklist	255	0	0	No	No	No			Method used to deliver products on this quote.			Download, Ship	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DistributorDiscount__c	Distributor Discount	percent	0	5	2	No	No	No			Distributor discount that applies to this quote unless overridden on line item level.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Distributor__c	Distributor	reference	18	0	0	No	No	No			Distributor for this quote. Defaulted from partner on opportunity with role of "Distributor".	Account	SBQQ__Distributor__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EndDate__c	End Date	date	0	0	0	No	No	No			End date for subscriptions in this group.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ExpirationDate__c	Expires On	date	0	0	0	No	No	No			Date after which the Quote is no longer valid				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__FirstSegmentTermEndDate__c	First Segment Term End Date	date	0	0	0	No	No	No			For multi-segment Products, enter the end date in order to prorate first segment.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__GenerateContractedPrice__c	Generate Contracted Price	picklist	255	0	0	No	No	No			Will generate a contracted price based on all adjusted quote line on quote if flagged.			Price, Discount Schedule, Do Not Generate	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Introduction__c	Introduction	textarea	2000	0	0	No	No	No			Introduction that can be printed on the generated PDF document.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Key__c	Key	string	80	0	0	No	Yes	Yes			Internal unique key used for identifying "shopping cart" quotes without relying on internal IDs				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__LastCalculatedOn__c	Last Calculated On	datetime	0	0	0	No	No	No			The date and time this quote was last calculated.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__LastSavedOn__c	Last Saved On	datetime	0	0	0	No	No	No			The date and time this quote was last saved.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__LineItemCount__c	Line Item Count	double	0	18	0	No	No	No			Number of line items in this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__LineItemsGrouped__c	Group Line Items	boolean	0	0	0	Yes	No	No	False		Select this option to use SolutionGroups(TM) or add your own groups on the Edit Lines page to categorize and subtotal quote line items.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__LineItemsPrinted__c	Print Line Items	boolean	0	0	0	Yes	No	No	True		Select the checkbox to print individual line items on the generated PDF quote document for group quotes.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ListAmount__c	List Amount	currency	0	18	2	No	No	No			Total List Amount of each non-optional line item in this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__MarkupRate__c	Markup (%)	percent	0	8	2	No	No	No			Default markup rate applied to line items on this quote. You'll be able to override this value on group and line item level.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__NetAmount__c	Net Amount	currency	0	18	2	No	No	No			Total Net Amount of each non-optional line item in this quote.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Notes__c	Notes	textarea	2000	0	0	No	No	No			Notes printed on the generated PDF document.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Opportunity2__c	Opportunity	reference	18	0	0	No	No	No			Opportunity associated with this Quote.	Opportunity	SBQQ__Opportunity2__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OrderBy__c	Order By	picklist	255	0	0	No	No	No			The Quote Line field used to determine order grouping.			ProductFamily__c, QuantityBasedFormulaField__c	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OriginalQuote__c	Original Quote	reference	18	0	0	No	No	No			If this Quote record represents a change order, use this field to link back to the original quote.	SBQQ__Quote__c	SBQQ__OriginalQuote__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PaperSize__c	Paper Size	picklist	255	0	0	No	No	No	Default		Choose the paper size for this document.			Default, Letter, Legal, A4	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PartnerDiscount__c	Partner Discount	percent	0	5	2	No	No	No			Discount extended to the partner on this opportunity.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Partner__c	Partner	reference	18	0	0	No	No	No			Primary partner on this deal (if any). This field defaults to the partner marked as primary in the Partners related list on the opportunity.	Account	SBQQ__Partner__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PaymentTerms__c	Payment Terms	picklist	255	0	0	No	No	No	Net 30		Terms that govern payment of the items in this quote.			Due on receipt, Net 15, Net 30, Net 45, Net 60, Net 90	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PreviousChangeQuote__c	Previous Re-Quotes	reference	18	0	0	No	No	No			The previous version of the Amend Re-Quotes.	SBQQ__Quote__c	SBQQ__PreviousChangeQuote__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PriceBook__c	Price Book	reference	18	0	0	No	No	No			Price Book associated with this Quote.	Pricebook2	SBQQ__PriceBook__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PricebookId__c	Pricebook ID	string	18	0	0	No	No	No			ID of the Price Book used by this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PrimaryContact__c	Primary Contact	reference	18	0	0	No	No	No			Primary contact for the quote. This person's name will appear on generated quote document.	Contact	SBQQ__PrimaryContact__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Primary__c	Primary	boolean	0	0	0	Yes	No	No	False		Select this checkbox to designate this quote as the primary one on the opportunity and sync quote line items with opportunity line items.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProrationDayOfMonth__c	Proration Day Of Month	picklist	255	0	0	No	No	No			When an order is created from this quote, the value in this field is copied to the order’s Billing Day of Month field.			1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__QuoteLanguage__c	Quote Language	picklist	255	0	0	No	No	No			Language used for this Quote when mass generating Quote Documents			Danish, German, English, Spanish, Spanish (Mexican), Finnish, French, Italian, Japanese, Korean, Dutch, Norwegian, Portuguese (Brazilian), Russian, Swedish, Thai, Chinese (Simplified), Chinese (Traditional)	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__QuoteProcessId__c	Quote Process Id	string	80	0	0	No	No	No			Guided selling process ID to use with this quote, if any.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__RegularAmount__c	Regular Amount	currency	0	18	2	No	No	No			Total amount of non-optional line times before additional discounts are applied.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SalesRep__c	Sales Rep	reference	18	0	0	No	No	No			Sales rep responsible for this quote if different from the user who owns the quote record.	User	SBQQ__SalesRep__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingCity__c	Ship To City	string	40	0	0	No	No	No			City on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingCountry__c	Ship To Country	string	80	0	0	No	No	No			Country on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingName__c	Ship To Name	string	255	0	0	No	No	No			Name on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingPostalCode__c	Ship To Postal Code	string	20	0	0	No	No	No			Postal Code on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingState__c	Ship To State	string	80	0	0	No	No	No			State/Province on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ShippingStreet__c	Ship To Street	textarea	255	0	0	No	No	No			Street on the Ship To address for this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Source__c	Source	reference	18	0	0	No	No	No			Source of cloned quote. If cloned, this references the original quote cloned.	SBQQ__Quote__c	SBQQ__Source__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__StartDate__c	Start Date	date	0	0	0	No	No	No			Start date for subscriptions in this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Status__c	Status	picklist	255	0	0	No	No	No	Draft		Status indicating where quote is in its lifecycle.			Draft, In Review, Approved, Denied, Presented, Accepted, Rejected	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TargetCustomerAmount__c	Target Customer Amount	currency	0	14	2	No	No	No			Enter desired customer amount to automatically calculate additional discount on discountable line items.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TotalCustomerDiscountAmount__c	Total Customer Disc. Amount	currency	0	18	2	No	No	No		SBQQ__ListAmount__c - SBQQ__CustomerAmount__c	Total amount of customer discount. This includes any contracted, volume, compound rate and additional discounts.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Type__c	Type	picklist	255	0	0	No	No	No	Quote		Indicates the type of quote.			Quote, Renewal, Amendment, Change Order	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Uncalculated__c	Uncalculated	boolean	0	0	0	Yes	No	No		( NOT( ISNULL( SBQQ__LastCalculatedOn__c ) ) && SBQQ__LastSavedOn__c > SBQQ__LastCalculatedOn__c ) || ( NOT ( ISNULL ( SBQQ__LastSavedOn__c) ) && ISNULL ( SBQQ__LastCalculatedOn__c ) )	If selected, the quote hasn’t yet been calculated.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Unopened__c	Unopened	boolean	0	0	0	Yes	No	No	False		Indicates whether the quote has ever been opened to determine if it is a new quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__WatermarkShown__c	Watermark Shown	boolean	0	0	0	Yes	No	No	False		Select the checkbox to display watermark in the Quote Document.				Yes	Yes	No	Yes
No		Sales_Tax_Amount__c	Sales Tax Amount	currency	0	18	2	No	No	No		AVA_SFCPQ__SalesTaxAmount__c + 0	Avalara Sales Tax Amount				No	No	No	Yes
Yes		Sales_Type__c	Sales Type	string	1300	0	0	No	No	No		if(isNull(SBQQ__Opportunity2__c), "", Text(SBQQ__Opportunity2__r.Sales_Type__c))					No	No	No	Yes
No		ShowArcusPlatinum__c	ShowArcusPlatinum	boolean	0	0	0	Yes	No	No		AND( HasArcusPlat__c , ShowInQuoteDocument__c )					No	No	No	Yes
No		ShowArcusStandard__c	ShowArcusStandard	boolean	0	0	0	Yes	No	No		AND(HasArcusStd__c , ShowInQuoteDocument__c )					No	No	No	Yes
No		ShowInQuoteDocument__c	ShowInQuoteDocument	boolean	0	0	0	Yes	No	No	False						Yes	Yes	No	Yes
No		Show_Quote_Discounts__c	Show Quote Discounts	boolean	0	0	0	Yes	No	No	False		Check this box to include discount and extended amount on quote PDFs				Yes	Yes	No	Yes
No	Opposite of Dual Signature check box used to control quote template generation.	SingleSignature__c	Single Signature Box	boolean	0	0	0	Yes	No	No		NOT( DualSignatures__c )					No	No	No	Yes
Yes	Breakdown of average discount applied to software products (not maintenance, servcies, etc).	Software_Disc__c	License Disc (%)	percent	0	5	2	No	No	No			Applies to License only items				No	No	No	Yes
N0		SupportLevelMax__c	SupportLevelMax	double	0	18	0	No	No	No			Max support level from Quote Lines				No	No	No	Yes
Yes	This is where a rep selects the support level and CPQ uses this to know which type of maintenance sku to add.  Should be handled however RCA will handle product rules.	Support_Type__c	Support Type	picklist	255	0	0	No	No	No						NoSupport, Basic, Professional, Premier, Expert	No	No	No	Yes
No		Template_Override__c	Template Override	boolean	0	0	0	Yes	No	No	False		To suspend the automated processing and assign the template manually				No	No	No	Yes
No		Total_Including_Tax__c	Total Including Tax	currency	0	18	2	No	No	No		SBQQ__NetAmount__c + NULLVALUE(AVA_SFCPQ__SalesTaxAmount__c, 0)	Net Amount plus Sales Tax Amount				No	No	No	Yes
No		gsAutoUplift_Allowed__c	gsAutoUplift_Allowed	boolean	0	0	0	Yes	No	No	True						Yes	Yes	No	Yes
No		gsAutoUplift_Applied__c	Auto Uplift Applied	boolean	0	0	0	Yes	No	No	False						Yes	Yes	No	Yes
No		gsPrevQuote_MSQuoteLinesCount__c	gsPrevQuote_MSQuoteLinesCount	double	0	18	0	No	No	No		SBQQ__Opportunity2__r.SBQQ__RenewedContract__r.SBQQ__Quote__r.Line_Item_MS_Count__c					No	No	No	Yes
No		gsReadyForAutoUplift__c	gsReadyForAutoUplift	boolean	0	0	0	Yes	No	No		Line_Item_MS_Count__c >=  gsPrevQuote_MSQuoteLinesCount__c					No	No	No	Yes

===== SHEET: QuoteLine (153r x 21c) =====
Still in Use	BSI Notes	API Name	Label	Type	Length	Precision	Scale	Required	Unique	External ID	Default Value	Formula	Help Text	Reference To	Relationship Name	Picklist Values	Createable	Updateable	Deprecated	Custom
Yes	Used by Avalara Tax package	AVA_SFCPQ__SalesTaxDetails__c	Sales Tax Details	textarea	32768	0	0	No	No	No			AvaTax Sales Tax Details				Yes	Yes	No	Yes
Yes	Used by Avalara Tax package	AVA_SFCPQ__TaxAmount__c	Sales Tax Amount	currency	0	14	2	No	No	No							Yes	Yes	No	Yes
No		ActualTerm__c	Actual Term	double	0	18	0	No	No	No		IF (OR(ISBLANK(SBQQ__EffectiveEndDate__c), ISBLANK(SBQQ__EffectiveStartDate__c)), 1,_x000D_ _x000D_    IF(ROUND((( SBQQ__EffectiveEndDate__c -  SBQQ__EffectiveStartDate__c ) / 365 * 12),0) < 1, _x000D_      1,_x000D_      ROUND((( SBQQ__EffectiveEndDate__c -  SBQQ__EffectiveStartDate__c ) / 365 * 12),0)_x000D_    )_x000D_ )					No	No	No	Yes
No		Contract_End_Date__c	Contract End Date	date	0	0	0	No	No	No		SBQQ__Quote__r.SBQQ__Opportunity2__r.SBQQ__RenewedContract__r.EndDate					No	No	No	Yes
No		Discounted_Unit_Price__c	Discounted Unit Price	currency	0	18	2	No	No	No		SBQQ__NetTotal__c / IF((SBQQ__ProrateMultiplier__c == 0), 1, SBQQ__ProrateMultiplier__c )					No	No	No	Yes
Yes		Is_Renewal__c	Is Renewal	boolean	0	0	0	Yes	No	No		IF(ISPICKVAL(SBQQ__Quote__r.SBQQ__Type__c, "Renewal"), TRUE, FALSE)					No	No	No	Yes
Yes		Name	Line Name	string	80	0	0	Yes	No	No							No	No	No	No
Yes	These fields are used for reporting by different grouping of products.  I don't think these exact fields will be needed as they are today. But we need to be able to take values, like ALE, and report them summarized by various levels or product rollup.	ProductCategory__c	ProductCategory	string	50	0	0	No	No	No							No	No	No	Yes
No		ProductSKU__c	ProductSKU	string	50	0	0	No	No	No							Yes	Yes	No	Yes
No		ProductToReview__c	ProductToReview	boolean	0	0	0	Yes	No	No	False		Flag the quote line to review if certain product is on it				Yes	Yes	No	Yes
Yes	These fields are used for reporting by different grouping of products.  I don't think these exact fields will be needed as they are today. But we need to be able to take values, like ALE, and report them summarized by various levels or product rollup.	Product_SubCategory__c	Product SubCategory	string	100	0	0	No	No	No							Yes	Yes	No	Yes
No		Quote_Expiration_Date__c	Quote Expiration Date	date	0	0	0	No	No	No		SBQQ__Quote__r.SBQQ__ExpirationDate__c					No	No	No	Yes
Yes	ALE per opp line is used for forecast/pipeline reporting	Quote_Line_ALE__c	Quote Line ALE	currency	0	18	2	No	No	No		IF(_x000D_     NOT(SBQQ__Product__r.ExcludeFromALECalc__c),_x000D_     IF(_x000D_         Id = "a2JPb000001Hvm8",_x000D_         38250,_x000D_         IF(_x000D_             SBQQ__Product__r.ProductCode = "GSRECO-X",_x000D_             Quote_Line_Total__c * 0.35,_x000D_             CASE(_x000D_                 Family__c,_x000D_                 "Licenses", Quote_Line_Total__c * 0.35,_x000D_                 "M&S", (Quote_Line_Total__c / ActualTerm__c) * 12,_x000D_                 "Subscriptions", (Quote_Line_Total__c / ActualTerm__c) * 12,_x000D_                 "ProfSvc", (Quote_Line_Total__c / ActualTerm__c) * 12,_x000D_                 0_x000D_             )_x000D_         )_x000D_     ),_x000D_     0_x000D_ )					No	No	No	Yes
Yes		Quote_Line_Total__c	Quote Line Total	currency	0	18	2	No	No	No							No	No	No	Yes
Yes		Quote_Type_Renewal__c	Quote Type Renewal	boolean	0	0	0	Yes	No	No		IF(ISPICKVAL(SBQQ__Quote__r.SBQQ__Type__c, "Renewal"), TRUE, FALSE)					No	No	No	Yes
No		Renewal_List_Total_Flow__c	Renewal List Total Flow	currency	0	18	2	No	No	No							Yes	Yes	No	Yes
No		Renewal_List_Total__c	Renewal List Total	currency	0	18	2	No	No	No		(SBQQ__Quote__r.Renewal_Avg_Customer_Discount__c *   SBQQ__ListPrice__c  ) +SBQQ__ListPrice__c					No	No	No	Yes
No		Renewal_Not_Same__c	Renewal Not Same	boolean	0	0	0	Yes	No	No		Renewal_List_Total__c <> Renewal_List_Total_Flow__c					No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AdditionalDiscountAmount__c	Additional Disc. (Amt)	currency	0	14	2	No	No	No			Additional customer discount extended on this line item in the form of an absolute amount.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AdditionalDiscount__c	Additional Disc.	currency	0	18	2	No	No	No		(SBQQ__RegularPrice__c - SBQQ__CustomerPrice__c) *  SBQQ__EffectiveQuantity__c	Total additional discounts extended to this line item. Additional discount is defined as discount extended on top of volume discount or negotiated prices.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AdditionalQuantity__c	Additional Quantity	double	0	12	2	No	No	No			Additional quantity for this product that contributes to volume discount calculations				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AllowAssetRefund__c	Allow Asset Refunds	boolean	0	0	0	Yes	No	No	False		Indicates whether the asset represented by this line may be refunded.				Yes	Yes	No	Yes
